freq,B,C,D-1,D-2
1344.141,85.7454,99.3236,99.4872,99.6163
1345.106,85.4171,99.3152,99.5328,99.6519
1346.07,84.9649,99.3064,99.5616,99.6723
1347.034,84.3975,99.2988,99.58,99.6832
1347.998,83.7374,99.2929,99.5924,99.689
1348.963,83.0223,99.2877,99.6019,99.6926
1349.927,82.301,99.281,99.6109,99.6964
1350.891,81.627,99.2713,99.6217,99.703
1351.855,81.0508,99.2581,99.6365,99.7147
1352.82,80.6128,99.2428,99.6566,99.733
1353.784,80.3393,99.2275,99.6817,99.7574
1354.748,80.2421,99.2139,99.7098,99.7857
1355.712,80.3204,99.202,99.7377,99.814
1356.677,80.5655,99.1898,99.7615,99.8382
1357.641,80.967,99.1743,99.7788,99.8555
1358.605,81.5167,99.1526,99.7885,99.8647
1359.569,82.2095,99.1238,99.7917,99.8673
1360.533,83.038,99.0894,99.791,99.866
1361.498,83.9838,99.0533,99.7894,99.8636
1362.462,85.0072,99.0197,99.7881,99.8616
1363.426,86.0474,98.9919,99.7861,99.8584
1364.39,87.0325,98.9702,99.7799,99.8508
1365.355,87.899,98.9529,99.7665,99.8358
1366.319,88.6087,98.9375,99.7454,99.8128
1367.283,89.1559,98.9223,99.7185,99.7844
1368.247,89.565,98.9067,99.6895,99.7542
1369.212,89.8816,98.8913,99.6607,99.7247
1370.176,90.1594,98.8761,99.633,99.6967
1371.14,90.4459,98.8605,99.6057,99.6691
1372.104,90.767,98.8419,99.5778,99.6408
1373.068,91.1162,98.8176,99.5496,99.6116
1374.033,91.4553,98.7857,99.5225,99.583
1374.997,91.7295,98.7471,99.4986,99.5569
1375.961,91.8919,98.7055,99.4786,99.5341
1376.925,91.9266,98.6661,99.4618,99.5138
1377.89,91.857,98.633,99.4456,99.4939
1378.854,91.74,98.608,99.4272,99.4716
1379.818,91.6459,98.5894,99.4046,99.4451
1380.782,91.6363,98.5736,99.3771,99.4142
1381.747,91.745,98.5562,99.3458,99.38
1382.711,91.9679,98.5343,99.3124,99.3446
1383.675,92.2629,98.507,99.2786,99.3096
1384.639,92.5586,98.4751,99.246,99.2761
1385.604,92.7742,98.4398,99.2148,99.2439
1386.568,92.8433,98.4013,99.1843,99.2118
1387.532,92.7348,98.3577,99.1524,99.1775
1388.496,92.4574,98.3055,99.1168,99.1388
1389.46,92.0459,98.2407,99.0757,99.094
1390.425,91.5391,98.1602,99.0281,99.0426
1391.389,90.9633,98.0614,98.9732,98.984
1392.353,90.3299,97.9413,98.9098,98.9167
1393.317,89.6462,97.7941,98.8361,98.8387
1394.282,88.9346,97.6104,98.7519,98.7489
1395.246,88.2483,97.3775,98.6601,98.6502
1396.21,87.673,97.0844,98.5669,98.5488
1397.174,87.307,96.7281,98.4786,98.4515
1398.139,87.2295,96.3194,98.3982,98.3621
1399.103,87.4753,95.8842,98.3246,98.2801
1400.067,88.0296,95.4614,98.2539,98.202
1401.031,88.8384,95.0975,98.1819,98.1232
1401.995,89.8229,94.8405,98.105,98.0396
1402.96,90.8939,94.7323,98.0206,97.9481
1403.924,91.9632,94.8001,97.9268,97.846
1404.888,92.956,95.0485,97.822,97.7312
1405.852,93.8217,95.4561,97.7041,97.601
1406.817,94.5386,95.9792,97.5699,97.4519
1407.781,95.1129,96.5605,97.4158,97.2804
1408.745,95.5694,97.1412,97.2389,97.0837
1409.709,95.9413,97.6721,97.0384,96.8614
1410.674,96.2602,98.1205,96.8162,96.6165
1411.638,96.5513,98.4722,96.5757,96.3533
1412.602,96.8318,98.7298,96.3196,96.0758
1413.566,97.1116,98.9072,96.0472,95.7841
1414.531,97.3953,99.0238,95.7526,95.4736
1415.495,97.6824,99.0993,95.4263,95.1355
1416.459,97.967,99.1497,95.0596,94.7619
1417.423,98.2378,99.1857,94.6521,94.3539
1418.387,98.4794,99.2125,94.2174,93.9267
1419.352,98.6784,99.2317,93.7825,93.5086
1420.316,98.829,99.2442,93.3781,93.1304
1421.28,98.9353,99.2519,93.0277,92.8154
1422.244,99.0084,99.2574,92.7446,92.5755
1423.209,99.0599,99.263,92.5346,92.416
1424.173,99.0983,99.2692,92.4028,92.3407
1425.137,99.1274,99.2742,92.3561,92.3553
1426.101,99.1481,99.2753,92.404,92.4672
1427.066,99.1601,99.2699,92.555,92.6816
1428.03,99.1638,99.2571,92.8127,92.9985
1428.994,99.161,99.238,93.173,93.4104
1429.958,99.1544,99.2152,93.6247,93.9031
1430.922,99.1461,99.1911,94.152,94.4593
1431.887,99.1367,99.1659,94.7383,95.0618
1432.851,99.1247,99.1375,95.3675,95.6943
1433.815,99.1079,99.1016,96.0211,96.3387
1434.779,99.085,99.0532,96.6747,96.9716
1435.744,99.0568,98.9885,97.2956,97.5619
1436.708,99.0265,98.9052,97.8455,98.0746
1437.672,98.9978,98.8012,98.2906,98.4797
1438.636,98.973,98.6728,98.6134,98.7631
1439.601,98.9517,98.5143,98.8173,98.9307
1440.565,98.9311,98.3194,98.9223,99.0036
1441.529,98.9082,98.0852,98.9535,99.0066
1442.493,98.8808,97.8173,98.9294,98.9566
1443.458,98.8489,97.5332,98.854,98.8557
1444.422,98.8145,97.2651,98.7139,98.6873
1445.386,98.7806,97.057,98.4814,98.4213
1446.35,98.7503,96.9543,98.1246,98.0245
1447.314,98.7252,96.9879,97.6239,97.478
1448.279,98.7047,97.1594,96.9861,96.7925
1449.243,98.6862,97.4386,96.2496,96.0123
1450.207,98.667,97.7756,95.4784,95.2075
1451.171,98.6453,98.119,94.7492,94.461
1452.136,98.6213,98.43,94.1443,93.8598
1453.1,98.5964,98.6867,93.7499,93.4933
1454.064,98.5732,98.8823,93.6539,93.4504
1455.028,98.5547,99.0208,93.9296,93.8015
1455.993,98.5432,99.1124,94.5932,94.5535
1456.957,98.5392,99.1699,95.5535,95.5998
1457.921,98.5411,99.2044,96.6131,96.7267
1458.885,98.5465,99.2235,97.5575,97.7108
1459.849,98.5531,99.2319,98.2613,98.4286
1460.814,98.5594,99.2337,98.7172,98.8813
1461.778,98.5641,99.2322,98.9898,99.1425
1462.742,98.5657,99.2306,99.1577,99.2974
1463.706,98.5626,99.2302,99.2799,99.4083
1464.671,98.5533,99.2305,99.3866,99.5061
1465.635,98.5379,99.2289,99.4842,99.5968
1466.599,98.5183,99.2225,99.5671,99.6739
1467.563,98.4972,99.2095,99.6285,99.7306
1468.528,98.478,99.1905,99.6681,99.7671
1469.492,98.463,99.1681,99.6924,99.7902
1470.456,98.4529,99.146,99.7112,99.8098
1471.42,98.4466,99.1276,99.7344,99.8345
1472.385,98.4417,99.1144,99.7687,99.8696
1473.349,98.4353,99.1055,99.815,99.9136
1474.313,98.4262,99.0987,99.8645,99.9567
1475.277,98.4144,99.0923,99.9022,99.9841
1476.241,98.4012,99.0866,99.9167,99.9861
1477.206,98.3872,99.0834,99.908,99.9649
1478.17,98.3721,99.0838,99.8846,99.9304
1479.134,98.3549,99.087,99.856,99.8929
1480.098,98.3352,99.0908,99.8272,99.8571
1481.063,98.3135,99.0915,99.7978,99.8225
1482.027,98.2919,99.0861,99.7655,99.7863
1482.991,98.2735,99.0734,99.7283,99.7463
1483.955,98.2616,99.0548,99.686,99.7026
1484.92,98.2584,99.0339,99.6391,99.6558
1485.884,98.264,99.0149,99.5871,99.6046
1486.848,98.2762,99.0015,99.5276,99.5454
1487.812,98.2905,98.9945,99.4576,99.4729
1488.776,98.3017,98.9917,99.3748,99.383
1489.741,98.3063,98.9895,99.277,99.2731
1490.705,98.3031,98.9851,99.1626,99.1431
1491.669,98.2933,98.9778,99.0338,98.9982
1492.633,98.2778,98.9695,98.8995,98.8507
1493.598,98.2556,98.962,98.7746,98.7174
1494.562,98.2234,98.9561,98.6749,98.6155
1495.526,98.1767,98.9508,98.6141,98.5585
1496.49,98.1118,98.9437,98.6004,98.5538
1497.455,98.0287,98.933,98.6345,98.6003
1498.419,97.9306,98.9188,98.7079,98.6879
1499.383,97.8222,98.9036,98.8063,98.8012
1500.347,97.7049,98.89,98.9161,98.9262
1501.312,97.5755,98.8799,99.0285,99.0549
1502.276,97.4268,98.8724,99.138,99.1819
1503.24,97.2506,98.8645,99.235,99.297
1504.204,97.045,98.8514,99.3024,99.3813
1505.168,96.8247,98.8293,99.3226,99.4148
1506.133,96.6285,98.7986,99.2981,99.397
1507.097,96.5115,98.767,99.2605,99.3581
1508.061,96.5122,98.7453,99.2439,99.3321
1509.025,96.6255,98.7395,99.2499,99.323
1509.99,96.8124,98.7467,99.2564,99.312
1510.954,97.0296,98.7579,99.2463,99.2849
1511.918,97.2476,98.7643,99.2175,99.2417
1512.882,97.4511,98.7599,99.1759,99.1893
1513.847,97.6336,98.7432,99.127,99.1337
1514.811,97.7921,98.7165,99.0732,99.0776
1515.775,97.9246,98.685,99.0149,99.0213
1516.739,98.03,98.6546,98.9515,98.9639
1517.703,98.1076,98.6288,98.8827,98.904
1518.668,98.1582,98.6073,98.8097,98.8414
1519.632,98.1853,98.5866,98.7367,98.778
1520.596,98.1944,98.5633,98.6711,98.7193
1521.56,98.1931,98.5378,98.6224,98.6733
1522.525,98.1881,98.5154,98.5971,98.6463
1523.489,98.1846,98.5033,98.5953,98.6392
1524.453,98.1843,98.5052,98.6112,98.6473
1525.417,98.1865,98.519,98.6361,98.6634
1526.382,98.1893,98.5379,98.6626,98.6807
1527.346,98.1911,98.554,98.6855,98.6951
1528.31,98.1909,98.5612,98.7027,98.7049
1529.274,98.1883,98.5579,98.7138,98.7103
1530.239,98.1835,98.5466,98.7197,98.7128
1531.203,98.1769,98.5323,98.7212,98.7139
1532.167,98.1685,98.5196,98.7188,98.715
1533.131,98.158,98.51,98.7123,98.7161
1534.095,98.145,98.5006,98.7004,98.7162
1535.06,98.129,98.4851,98.6816,98.713
1536.024,98.1104,98.4567,98.6532,98.7028
1536.988,98.0901,98.4112,98.6114,98.6804
1537.952,98.0696,98.3501,98.5528,98.6408
1538.917,98.0507,98.2819,98.4807,98.5856
1539.881,98.0345,98.2197,98.4131,98.53
1540.845,98.0208,98.175,98.3799,98.5012
1541.809,98.0079,98.1501,98.4002,98.5161
1542.774,97.9939,98.1368,98.4598,98.5605
1543.738,97.9773,98.1235,98.5222,98.601
1544.702,97.9573,98.1027,98.5595,98.6141
1545.666,97.9328,98.073,98.566,98.598
1546.631,97.9018,98.0357,98.5506,98.5645
1547.595,97.8617,97.992,98.5242,98.5257
1548.559,97.8094,97.9409,98.4938,98.4886
1549.523,97.7428,97.88,98.462,98.4552
1550.488,97.6623,97.807,98.4302,98.426
1551.452,97.571,97.7221,98.4018,98.4035
1552.416,97.4756,97.6295,98.383,98.3938
1553.38,97.3853,97.5381,98.3816,98.4044
1554.344,97.3117,97.4599,98.4026,98.4401
1555.309,97.269,97.4084,98.445,98.4986
1556.273,97.2721,97.3954,98.5016,98.5698
1557.237,97.3316,97.4257,98.5644,98.6413
1558.201,97.4422,97.4903,98.6256,98.7008
1559.166,97.5765,97.5671,98.6663,98.7271
1560.13,97.6983,97.6339,98.6547,98.6906
1561.094,97.7849,97.6813,98.5748,98.5799
1562.058,97.8343,97.711,98.4458,98.4192
1563.022,97.8552,97.7271,98.3044,98.2484
1563.987,97.8578,97.7301,98.1781,98.0974
1564.951,97.8496,97.716,98.0775,97.9776
1565.915,97.8353,97.6786,97.9999,97.8859
1566.879,97.8176,97.6134,97.9369,97.8127
1567.844,97.7985,97.5208,97.8797,97.7476
1568.808,97.7793,97.4062,97.8209,97.6824
1569.772,97.7614,97.2755,97.755,97.6111
1570.736,97.7459,97.1287,97.6773,97.5289
1571.701,97.7331,96.9567,97.5831,97.4305
1572.665,97.7231,96.7447,97.4678,97.3102
1573.629,97.7158,96.4833,97.3277,97.1619
1574.593,97.7112,96.1823,97.1613,96.9818
1575.558,97.7094,95.8804,96.9716,96.7707
1576.522,97.7104,95.6389,96.7656,96.5351
1577.486,97.714,95.5194,96.5523,96.2857
1578.45,97.719,95.5561,96.3409,96.0351
1579.415,97.7241,95.7444,96.1415,95.7976
1580.379,97.7281,96.048,95.9671,95.591
1581.343,97.73,96.4148,95.8353,95.4371
1582.307,97.7294,96.7909,95.7677,95.361
1583.271,97.7262,97.1297,95.7856,95.3866
1584.236,97.721,97.3978,95.9044,95.5298
1585.2,97.7142,97.578,96.1257,95.7906
1586.164,97.7063,97.6679,96.4334,96.1488
1587.128,97.6969,97.6744,96.7941,96.5653
1588.093,97.6855,97.6075,97.1638,96.9894
1589.057,97.6714,97.4749,97.4977,97.3704
1590.021,97.6539,97.2824,97.7592,97.6676
1590.985,97.6332,97.0377,97.9266,97.8574
1591.949,97.6095,96.7558,97.9952,97.9355
1592.914,97.5837,96.4616,97.9744,97.9136
1593.878,97.5561,96.188,97.8816,97.812
1594.842,97.5265,95.9696,97.7355,97.6521
1595.806,97.4938,95.8356,97.5523,97.4518
1596.771,97.4569,95.8034,97.3458,97.2258
1597.735,97.4147,95.8756,97.1303,96.9885
1598.699,97.3662,96.0405,96.9224,96.7572
1599.663,97.3104,96.275,96.7417,96.5526
1600.628,97.2459,96.5497,96.607,96.3955
1601.592,97.1697,96.8341,96.5326,96.3024
1602.556,97.078,97.1011,96.5252,96.2815
1603.52,96.9672,97.3292,96.5823,96.3317
1604.485,96.8358,97.5042,96.6939,96.4434
1605.449,96.6867,97.6211,96.8454,96.6012
1606.413,96.5287,97.6838,97.0202,96.7877
1607.377,96.3761,97.7042,97.2029,96.9857
1608.342,96.2448,97.697,97.3802,97.1806
1609.306,96.1499,97.6746,97.5416,97.3605
1610.27,96.102,97.6427,97.6781,97.5153
1611.234,96.1063,97.6001,97.7819,97.6362
1612.198,96.1632,97.541,97.8463,97.7153
1613.163,96.2671,97.4612,97.8677,97.7483
1614.127,96.4071,97.363,97.8489,97.7369
1615.091,96.5663,97.2586,97.8009,97.6923
1616.055,96.7252,97.167,97.7424,97.6335
1617.02,96.8657,97.1059,97.6935,97.5814
1617.984,96.9769,97.0816,97.6677,97.5507
1618.948,97.0572,97.0857,97.668,97.5449
1619.912,97.1127,97.0999,97.6889,97.5591
1620.876,97.1531,97.1047,97.7213,97.5846
1621.841,97.188,97.0884,97.7583,97.6151
1622.805,97.224,97.0499,97.7972,97.6482
1623.769,97.264,96.9964,97.838,97.6845
1624.733,97.3074,96.9366,97.8806,97.7235
1625.698,97.3516,96.8744,97.9213,97.7612
1626.662,97.3928,96.8051,97.9532,97.7895
1627.626,97.4285,96.719,97.9693,97.801
1628.59,97.4573,96.6064,97.9672,97.7936
1629.555,97.4789,96.4625,97.951,97.7722
1630.519,97.4936,96.2862,97.9285,97.7461
1631.483,97.5023,96.0742,97.9065,97.7229
1632.447,97.505,95.8131,97.8858,97.7037
1633.412,97.5018,95.4732,97.8601,97.6808
1634.376,97.4928,95.0115,97.8195,97.6418
1635.34,97.4791,94.3907,97.7579,97.5774
1636.304,97.4625,93.6073,97.6768,97.4865
1637.269,97.4452,92.7007,97.5817,97.3749
1638.233,97.4288,91.7245,97.4793,97.252
1639.197,97.4138,90.7048,97.3782,97.1302
1640.161,97.4002,89.618,97.2867,97.0211
1641.125,97.3879,88.3947,97.2085,96.9298
1642.09,97.3773,86.937,97.1381,96.8506
1643.054,97.3696,85.1464,97.0621,96.7682
1644.018,97.3661,82.9649,96.9647,96.6648
1644.982,97.3678,80.4278,96.8377,96.5307
1645.947,97.3748,77.7021,96.6895,96.374
1646.911,97.3855,75.0749,96.5422,96.2181
1647.875,97.397,72.8921,96.4192,96.088
1648.839,97.4071,71.4904,96.3301,95.994
1649.803,97.4145,71.161,96.2652,95.925
1650.768,97.4198,72.1121,96.2009,95.8541
1651.732,97.4249,74.3689,96.1111,95.7514
1652.696,97.4314,77.6377,95.9801,95.5983
1653.66,97.4396,81.3111,95.8078,95.3953
1654.625,97.4479,84.7268,95.6058,95.1573
1655.589,97.4544,87.4789,95.3894,94.903
1656.553,97.4574,89.5036,95.1696,94.6465
1657.517,97.4568,90.9533,94.9485,94.3916
1658.482,97.4531,92.0398,94.7202,94.1331
1659.446,97.447,92.9405,94.4761,93.8619
1660.41,97.4399,93.7657,94.2102,93.5712
1661.374,97.4324,94.5563,93.9229,93.26
1662.339,97.4251,95.3005,93.619,92.932
1663.303,97.4179,95.9623,93.3022,92.5903
1664.267,97.4103,96.5117,92.9684,92.2301
1665.231,97.402,96.9449,92.6023,91.8357
1666.196,97.3925,97.2838,92.1811,91.383
1667.16,97.3821,97.5615,91.6817,90.8479
1668.124,97.3714,97.8044,91.0897,90.2157
1669.088,97.3611,98.0213,90.406,89.4874
1670.052,97.3519,98.2039,89.6454,88.6787
1671.017,97.3436,98.3384,88.8266,87.8102
1671.981,97.3358,98.4204,87.9599,86.8939
1672.945,97.3276,98.4618,87.0426,85.9281
1673.909,97.3184,98.4844,86.0671,84.9062
1674.874,97.308,98.5073,85.0366,83.832
1675.838,97.2966,98.5372,83.972,82.7278
1676.802,97.2845,98.5675,82.9071,81.6292
1677.766,97.2716,98.584,81.8729,80.5695
1678.73,97.2575,98.5731,80.8818,79.5631
1679.695,97.2412,98.5284,79.9195,78.5969
1680.659,97.2215,98.4526,78.9494,77.6342
1681.623,97.1976,98.3573,77.9342,76.6363
1682.587,97.1697,98.259,76.8737,75.599
1683.552,97.1398,98.1737,75.8411,74.5888
1684.516,97.1114,98.1106,74.9798,73.7402
1685.48,97.0882,98.0701,74.4339,73.1891
1686.444,97.0718,98.0485,74.2648,72.9925
1687.409,97.0613,98.0432,74.4343,73.1127
1688.373,97.0548,98.0556,74.8558,73.4661
1689.337,97.0506,98.0878,75.4491,73.976
1690.301,97.0478,98.1398,76.1638,74.5953
1691.266,97.0461,98.2067,76.9794,75.3051
1692.23,97.0455,98.2791,77.8939,76.1047
1693.194,97.046,98.3447,78.9117,76.9989
1694.158,97.0477,98.392,80.0313,77.9875
1695.123,97.0497,98.4157,81.2378,79.0575
1696.087,97.0512,98.4202,82.498,80.1796
1697.051,97.0516,98.419,83.7607,81.3108
1698.015,97.0508,98.4277,84.9628,82.4014
1698.979,97.0497,98.4538,86.0407,83.4052
1699.944,97.0493,98.4911,86.948,84.2923
1700.908,97.0504,98.5252,87.673,85.0592
1701.872,97.0528,98.5448,88.2428,85.7303
1702.836,97.0559,98.5492,88.7119,86.3491
1703.801,97.059,98.5471,89.1407,86.9628
1704.765,97.0617,98.5502,89.5781,87.6069
1705.729,97.0643,98.5666,90.0506,88.296
1706.693,97.067,98.5966,90.561,89.0218
1707.657,97.0699,98.6341,91.0935,89.7577
1708.622,97.0728,98.6694,91.6229,90.4706
1709.586,97.0747,98.6948,92.1273,91.1338
1710.55,97.0751,98.7072,92.5958,91.737
1711.514,97.0731,98.7093,93.0316,92.288
1712.479,97.0685,98.7072,93.4499,92.8091
1713.443,97.0616,98.7076,93.8736,93.3313
1714.407,97.0536,98.7148,94.3282,93.8867
1715.371,97.046,98.7278,94.8332,94.4977
1716.336,97.0404,98.7412,95.3882,95.1612
1717.3,97.0374,98.7491,95.9609,95.8373
1718.264,97.0363,98.7504,96.4971,96.4635
1719.228,97.0355,98.7499,96.9528,96.9913
1720.193,97.0338,98.754,97.3167,97.4114
1721.157,97.0308,98.766,97.6059,97.745
1722.121,97.0269,98.7844,97.8449,98.0213
1723.085,97.0224,98.8044,98.0514,98.2606
1724.05,97.0178,98.8199,98.233,98.4715
1725.014,97.013,98.8265,98.3906,98.6551
1725.978,97.0079,98.8233,98.5235,98.8112
1726.942,97.002,98.8131,98.6331,98.942
1727.906,96.9952,98.8006,98.7235,99.0532
1728.871,96.9876,98.7903,98.7997,99.1514
1729.835,96.98,98.784,98.8662,99.2412
1730.799,96.9732,98.7794,98.9254,99.3241
1731.763,96.9681,98.772,98.9789,99.3983
1732.728,96.965,98.7581,99.0272,99.4615
1733.692,96.9632,98.7384,99.0699,99.5108
1734.656,96.9613,98.7195,99.1036,99.543
1735.62,96.9581,98.7094,99.1242,99.5562
1736.584,96.9532,98.7129,99.129,99.5506
1737.549,96.9469,98.729,99.1172,99.5275
1738.513,96.94,98.7518,99.0885,99.4879
1739.477,96.9334,98.7738,99.0426,99.4315
1740.441,96.9272,98.7895,98.9806,99.3591
1741.406,96.9212,98.7972,98.9064,99.2745
1742.37,96.915,98.7992,98.8271,99.1854
1743.334,96.9077,98.8001,98.7517,99.1017
1744.298,96.8994,98.8042,98.6884,99.033
1745.263,96.89,98.8128,98.6433,98.9858
1746.227,96.8804,98.8235,98.62,98.9639
1747.191,96.8711,98.8319,98.6213,98.9689
1748.155,96.8627,98.8345,98.6486,99.0009
1749.12,96.8555,98.8307,98.7008,99.0574
1750.084,96.8491,98.8243,98.7712,99.1309
1751.048,96.8432,98.8209,98.8475,99.2089
1752.012,96.8373,98.824,98.9157,99.2779
1752.977,96.8314,98.8336,98.9665,99.3286
1753.941,96.8258,98.8455,98.9969,99.3583
1754.905,96.8206,98.8547,99.0096,99.3698
1755.869,96.816,98.8575,99.0104,99.369
1756.833,96.8117,98.8532,99.0058,99.3627
1757.798,96.8074,98.8444,99.0018,99.3571
1758.762,96.803,98.8356,99.003,99.3571
1759.726,96.7982,98.8308,99.0109,99.364
1760.69,96.7933,98.8315,99.0229,99.375
1761.655,96.7883,98.8358,99.0337,99.3842
1762.619,96.7832,98.8393,99.0374,99.3853
1763.583,96.7778,98.8386,99.0308,99.3752
1764.547,96.7714,98.8319,99.0142,99.3547
1765.511,96.7637,98.8207,98.9905,99.3275
1766.476,96.7543,98.8076,98.9629,99.2977
1767.44,96.7435,98.7954,98.933,99.2672
1768.404,96.7322,98.7853,98.9003,99.2352
1769.368,96.7217,98.7762,98.8647,99.2007
1770.333,96.7135,98.7659,98.8285,99.1644
1771.297,96.7087,98.7527,98.7969,99.1301
1772.261,96.707,98.7376,98.7746,99.102
1773.225,96.7076,98.7241,98.7619,99.0806
1774.19,96.7087,98.716,98.7542,99.0626
1775.154,96.7093,98.7147,98.7463,99.044
1776.118,96.7088,98.7187,98.7352,99.0228
1777.082,96.7073,98.7239,98.721,98.9995
1778.047,96.7053,98.7258,98.7049,98.9755
1779.011,96.7028,98.7213,98.6888,98.9524
1779.975,96.6999,98.71,98.6744,98.9318
1780.939,96.6965,98.6942,98.663,98.9147
1781.904,96.6923,98.6777,98.6545,98.901
1782.868,96.687,98.6639,98.6469,98.8889
1783.832,96.6809,98.6537,98.6371,98.8751
1784.796,96.6741,98.6456,98.6218,98.8567
1785.76,96.6669,98.6364,98.6002,98.8324
1786.725,96.6594,98.6234,98.573,98.8034
1787.689,96.6515,98.606,98.5432,98.7725
1788.653,96.643,98.5857,98.5141,98.7435
1789.617,96.6341,98.5663,98.4891,98.7201
1790.582,96.6248,98.5518,98.4715,98.7052
1791.546,96.6156,98.5445,98.4627,98.6998
1792.51,96.6072,98.5437,98.4619,98.702
1793.474,96.5996,98.5467,98.4659,98.7075
1794.438,96.5927,98.55,98.4711,98.7123
1795.403,96.5859,98.5524,98.477,98.7161
1796.367,96.5782,98.5543,98.4865,98.7224
1797.331,96.5692,98.5579,98.5039,98.7368
1798.295,96.5586,98.5648,98.5321,98.7627
1799.26,96.5468,98.5752,98.5704,98.8
1800.224,96.5344,98.5871,98.6139,98.8434
1801.188,96.5219,98.5977,98.6555,98.8853
1802.152,96.51,98.6046,98.6881,98.9177
1803.117,96.4987,98.607,98.7073,98.9364
1804.081,96.488,98.6063,98.7133,98.9415
1805.045,96.4778,98.605,98.7099,98.9374
1806.009,96.4685,98.6047,98.7022,98.9298
1806.974,96.4606,98.6059,98.6948,98.9232
1807.938,96.4546,98.6071,98.6898,98.9195
1808.902,96.4508,98.6062,98.6885,98.9195
1809.866,96.449,98.6016,98.6914,98.9229
1810.831,96.4484,98.5933,98.6988,98.9297
1811.795,96.4477,98.5831,98.7106,98.94
1812.759,96.4459,98.5736,98.7259,98.9529
1813.723,96.4424,98.5668,98.7421,98.9666
1814.688,96.4371,98.5627,98.7563,98.9785
1815.652,96.4304,98.5596,98.7653,98.9855
1816.616,96.423,98.5553,98.7669,98.9855
1817.58,96.4153,98.548,98.7608,98.978
1818.544,96.4071,98.5374,98.7488,98.9645
1819.509,96.3984,98.5252,98.7338,98.9484
1820.473,96.389,98.5137,98.7197,98.9337
1821.437,96.3791,98.5049,98.7087,98.9231
1822.401,96.369,98.4994,98.7012,98.9171
1823.365,96.3596,98.4959,98.6955,98.9139
1824.33,96.3518,98.4922,98.6895,98.911
1825.294,96.3461,98.4865,98.6821,98.9069
1826.258,96.3429,98.4789,98.6752,98.9029
1827.222,96.3418,98.4712,98.6725,98.9026
1828.187,96.3423,98.4664,98.6778,98.9097
1829.151,96.3437,98.4668,98.6918,98.9251
1830.115,96.3459,98.4725,98.7111,98.9456
1831.079,96.3487,98.4815,98.7297,98.9649
1832.044,96.3524,98.4907,98.7416,98.9769
1833.008,96.3565,98.4975,98.7433,98.9783
1833.972,96.3609,98.5012,98.7352,98.9695
1834.936,96.3649,98.5025,98.7207,98.9545
1835.901,96.3678,98.5033,98.7049,98.9387
1836.865,96.3695,98.5049,98.6921,98.9272
1837.829,96.37,98.5076,98.6851,98.9229
1838.793,96.3696,98.5098,98.6838,98.9262
1839.758,96.3686,98.5096,98.6863,98.9345
1840.722,96.3676,98.5053,98.6895,98.9443
1841.686,96.3665,98.4966,98.6913,98.9526
1842.65,96.3651,98.4852,98.6913,98.9581
1843.615,96.3635,98.4742,98.6913,98.962
1844.579,96.3612,98.4664,98.6937,98.9661
1845.543,96.3587,98.4631,98.6992,98.9709
1846.507,96.3561,98.463,98.7061,98.9747
1847.471,96.3535,98.4637,98.7117,98.9755
1848.436,96.3511,98.4632,98.7144,98.9725
1849.4,96.3485,98.4606,98.7147,98.9669
1850.364,96.3453,98.4568,98.7141,98.961
1851.328,96.3412,98.4535,98.7143,98.9571
1852.292,96.3363,98.452,98.7156,98.9555
1853.257,96.3307,98.4527,98.7169,98.9552
1854.221,96.3249,98.4547,98.7164,98.9537
1855.185,96.3193,98.4566,98.7123,98.949
1856.149,96.314,98.4569,98.7041,98.9399
1857.114,96.309,98.4554,98.6922,98.9272
1858.078,96.3038,98.4531,98.678,98.9122
1859.042,96.2981,98.4515,98.6629,98.8964
1860.006,96.2916,98.4515,98.647,98.8802
1860.971,96.2844,98.4531,98.6292,98.863
1861.935,96.2768,98.4547,98.6081,98.8429
1862.899,96.2692,98.4543,98.5822,98.8188
1863.863,96.2618,98.45,98.5519,98.7908
1864.828,96.2547,98.4417,98.5195,98.761
1865.792,96.2477,98.4306,98.4901,98.7344
1866.756,96.2409,98.4196,98.4704,98.7176
1867.72,96.2344,98.4115,98.4667,98.7163
1868.685,96.2286,98.408,98.4807,98.7318
1869.649,96.2238,98.4086,98.5075,98.7586
1870.613,96.22,98.4113,98.5369,98.7863
1871.577,96.2169,98.4138,98.559,98.8053
1872.542,96.2139,98.4151,98.5688,98.8111
1873.506,96.2102,98.415,98.5673,98.8057
1874.47,96.2055,98.4146,98.5591,98.7941
1875.434,96.1997,98.4147,98.5489,98.7816
1876.398,96.1933,98.4154,98.5397,98.7711
1877.363,96.1867,98.416,98.5318,98.7626
1878.327,96.1804,98.4151,98.5239,98.7544
1879.291,96.1747,98.4117,98.5141,98.7443
1880.255,96.1694,98.4058,98.502,98.7315
1881.219,96.164,98.3982,98.4877,98.7165
1882.184,96.1581,98.3905,98.473,98.7012
1883.148,96.1515,98.384,98.4592,98.6874
1884.112,96.1446,98.3789,98.4474,98.6762
1885.076,96.1377,98.3745,98.4372,98.667
1886.041,96.1314,98.3692,98.4276,98.6588
1887.005,96.1258,98.3621,98.4176,98.6499
1887.969,96.1208,98.3529,98.4067,98.64
1888.933,96.116,98.3426,98.3954,98.6294
1889.898,96.1111,98.3328,98.3845,98.6191
1890.862,96.1058,98.3249,98.375,98.6101
1891.826,96.1004,98.3191,98.367,98.6025
