freq,B,C,D-1,D-2
2440.475,93.4616,96.3993,94.5076,94.8894
2441.439,93.459,96.3955,94.4935,94.8745
2442.404,93.4566,96.3911,94.4787,94.8592
2443.368,93.454,96.3861,94.4636,94.8436
2444.332,93.4515,96.3807,94.4483,94.8278
2445.296,93.4489,96.3754,94.4329,94.8121
2446.26,93.4465,96.3708,94.4174,94.7965
2447.225,93.4443,96.3668,94.4019,94.7809
2448.189,93.4422,96.3633,94.3862,94.7651
2449.153,93.4399,96.3598,94.3703,94.749
2450.117,93.4374,96.3558,94.3544,94.7326
2451.082,93.4346,96.3514,94.3382,94.7157
2452.046,93.4314,96.3468,94.322,94.6986
2453.01,93.4281,96.3425,94.3056,94.6811
2453.974,93.4249,96.3389,94.2889,94.6633
2454.938,93.4216,96.3362,94.2718,94.6451
2455.903,93.4182,96.334,94.2542,94.6264
2456.867,93.4148,96.3318,94.2359,94.6071
2457.831,93.4111,96.329,94.217,94.5873
2458.795,93.4071,96.3255,94.1976,94.5669
2459.76,93.4031,96.3214,94.1778,94.5461
2460.724,93.399,96.3171,94.1577,94.525
2461.688,93.3952,96.3132,94.1372,94.5038
2462.652,93.3915,96.31,94.1165,94.4824
2463.617,93.3878,96.3073,94.0956,94.461
2464.581,93.3839,96.305,94.0747,94.4397
2465.545,93.3798,96.3027,94.0541,94.4186
2466.509,93.3751,96.3001,94.0339,94.398
2467.474,93.3702,96.2973,94.0144,94.3778
2468.438,93.3652,96.2947,93.9955,94.3583
2469.402,93.3603,96.2923,93.9772,94.3392
2470.366,93.3556,96.2901,93.9593,94.3206
2471.331,93.3511,96.288,93.9418,94.3022
2472.295,93.3467,96.2855,93.9246,94.2841
2473.259,93.3423,96.2823,93.9077,94.2663
2474.223,93.3378,96.2784,93.8913,94.2489
2475.188,93.3333,96.274,93.8753,94.2319
2476.152,93.3287,96.2697,93.8599,94.2155
2477.116,93.3242,96.2656,93.845,94.1996
2478.08,93.3197,96.2618,93.8305,94.1843
2479.044,93.3151,96.2581,93.8163,94.1693
2480.009,93.3102,96.254,93.8024,94.1547
2480.973,93.3049,96.2492,93.7885,94.1401
2481.937,93.2991,96.2436,93.7745,94.1255
2482.901,93.2929,96.2376,93.7601,94.1105
2483.865,93.2866,96.2317,93.7452,94.0949
2484.83,93.2804,96.2265,93.7296,94.0785
2485.794,93.2743,96.2222,93.7129,94.061
2486.758,93.2686,96.2187,93.6953,94.0423
2487.722,93.2631,96.2155,93.6766,94.0224
2488.687,93.2578,96.2124,93.657,94.0013
2489.651,93.2528,96.209,93.6366,93.9792
2490.615,93.2479,96.2056,93.6153,93.9562
2491.579,93.2434,96.2024,93.5932,93.9322
2492.544,93.2393,96.1996,93.5702,93.9074
2493.508,93.2357,96.1972,93.5464,93.8819
2494.472,93.2324,96.1951,93.5218,93.8557
2495.436,93.2295,96.1926,93.4967,93.829
2496.401,93.2267,96.1895,93.4715,93.8021
2497.365,93.224,96.1856,93.4466,93.7755
2498.329,93.2212,96.1811,93.4223,93.7494
2499.293,93.2185,96.1766,93.3988,93.724
2500.258,93.2158,96.1722,93.3762,93.6996
2501.222,93.213,96.1684,93.3545,93.6761
2502.186,93.2101,96.1649,93.3336,93.6534
2503.15,93.2068,96.1615,93.3132,93.6315
2504.115,93.2032,96.1579,93.2933,93.6102
2505.079,93.1991,96.1541,93.2737,93.5893
2506.043,93.1949,96.1504,93.2543,93.5688
2507.007,93.1905,96.147,93.2348,93.5483
2507.971,93.1863,96.1445,93.2151,93.5277
2508.936,93.1823,96.1426,93.195,93.5066
2509.9,93.1785,96.1412,93.1744,93.4849
2510.864,93.1749,96.1398,93.1531,93.4624
2511.828,93.1711,96.1377,93.1312,93.4391
2512.792,93.1673,96.1349,93.1087,93.415
2513.757,93.1632,96.1314,93.0856,93.3903
2514.721,93.159,96.1274,93.0618,93.3647
2515.685,93.1546,96.1235,93.0374,93.3384
2516.649,93.1502,96.1198,93.012,93.3111
2517.614,93.1456,96.1162,92.9858,93.2828
2518.578,93.141,96.1126,92.9585,93.2534
2519.542,93.1363,96.1087,92.9304,93.223
2520.506,93.1314,96.1046,92.9014,93.1917
2521.471,93.1264,96.1003,92.8716,93.1596
2522.435,93.1215,96.0964,92.8411,93.1269
2523.399,93.1167,96.093,92.8102,93.0938
2524.363,93.112,96.0902,92.7788,93.0603
2525.328,93.1072,96.0876,92.7471,93.0265
2526.292,93.1024,96.0849,92.7153,92.9925
2527.256,93.0973,96.0816,92.6835,92.9582
2528.22,93.092,96.0777,92.6517,92.9238
2529.185,93.0865,96.0732,92.6197,92.8891
2530.149,93.0812,96.0686,92.5877,92.8542
2531.113,93.0761,96.0644,92.5553,92.8188
2532.077,93.0713,96.0606,92.5225,92.783
2533.042,93.0669,96.057,92.4893,92.7468
2534.006,93.0628,96.0534,92.4556,92.7102
2534.97,93.0589,96.0494,92.4216,92.6732
2535.934,93.0549,96.0448,92.3874,92.6359
2536.898,93.0508,96.0397,92.353,92.5984
2537.863,93.0468,96.0346,92.3182,92.5606
2538.827,93.0428,96.0297,92.2829,92.5224
2539.791,93.0389,96.0253,92.2471,92.4839
2540.755,93.0351,96.0212,92.2108,92.4451
2541.719,93.0314,96.0171,92.1741,92.4063
2542.684,93.0275,96.0127,92.1373,92.3676
2543.648,93.0236,96.0079,92.1007,92.3294
2544.612,93.0195,96.0028,92.0646,92.2919
2545.576,93.0153,95.9978,92.0293,92.2552
2546.541,93.0112,95.9932,91.995,92.2195
2547.505,93.007,95.9891,91.9617,92.185
2548.469,93.0027,95.9853,91.9296,92.1516
2549.433,92.9983,95.9816,91.8989,92.1198
2550.398,92.9936,95.9777,91.8698,92.0896
2551.362,92.9886,95.9735,91.8425,92.0613
2552.326,92.9832,95.9692,91.817,92.0351
2553.29,92.9777,95.9651,91.7935,92.0113
2554.255,92.9721,95.9616,91.7719,91.9898
2555.219,92.9667,95.9586,91.7525,91.9709
2556.183,92.9613,95.956,91.7352,91.9546
2557.147,92.9562,95.9533,91.7202,91.9411
2558.112,92.951,95.9503,91.7077,91.9304
2559.076,92.946,95.9466,91.6977,91.9228
2560.04,92.9409,95.9424,91.6904,91.9183
2561.004,92.9358,95.9378,91.6858,91.9171
2561.969,92.9308,95.9331,91.6841,91.9191
2562.933,92.9259,95.9285,91.6853,91.9247
2563.897,92.9211,95.9239,91.6899,91.9341
2564.861,92.9162,95.9191,91.6984,91.9479
2565.825,92.9112,95.914,91.7114,91.9665
2566.79,92.906,95.9085,91.7296,91.9907
2567.754,92.9006,95.9029,91.7536,92.0209
2568.718,92.895,95.8975,91.7839,92.0577
2569.682,92.8893,95.8925,91.8207,92.1013
2570.646,92.8836,95.8879,91.864,92.1517
2571.611,92.8777,95.8835,91.9138,92.2087
2572.575,92.8718,95.8789,91.9695,92.2718
2573.539,92.8657,95.874,92.0304,92.3402
2574.503,92.8595,95.8687,92.0957,92.4128
2575.468,92.8533,95.8633,92.1642,92.4882
2576.432,92.8471,95.8582,92.2343,92.5647
2577.396,92.8413,95.8537,92.3044,92.6407
2578.36,92.8359,95.8497,92.373,92.7143
2579.325,92.8308,95.846,92.4385,92.784
2580.289,92.8261,95.8421,92.4995,92.8485
2581.253,92.8217,95.8377,92.5549,92.9066
2582.217,92.8174,95.8326,92.6039,92.9576
2583.182,92.8131,95.8272,92.6457,93.001
2584.146,92.809,95.8218,92.6799,93.0362
2585.11,92.8048,95.817,92.7061,93.0631
2586.074,92.8008,95.8131,92.7241,93.0815
2587.039,92.7967,95.8102,92.734,93.0914
2588.003,92.7925,95.808,92.7361,93.093
2588.967,92.7882,95.8063,92.7307,93.0867
2589.931,92.7838,95.8051,92.7186,93.0732
2590.896,92.7793,95.8044,92.7005,93.0533
2591.86,92.7748,95.8044,92.6771,93.0275
2592.824,92.7704,95.8051,92.6491,92.9969
2593.788,92.7663,95.8064,92.6173,92.9621
2594.752,92.7625,95.8078,92.5825,92.9241
2595.717,92.7588,95.8086,92.5455,92.8838
2596.681,92.7552,95.8086,92.5072,92.8423
2597.645,92.7515,95.8075,92.4685,92.8005
2598.609,92.7478,95.8054,92.4302,92.7595
2599.573,92.7441,95.803,92.3934,92.7204
2600.538,92.7405,95.8006,92.359,92.6841
2601.502,92.7371,95.7986,92.3281,92.6519
2602.466,92.7336,95.7969,92.3017,92.6247
2603.43,92.7303,95.7952,92.281,92.6037
2604.395,92.7268,95.7931,92.2669,92.5898
2605.359,92.7232,95.7905,92.2601,92.5837
2606.323,92.7194,95.7873,92.2609,92.586
2607.287,92.7153,95.7837,92.2691,92.5963
2608.252,92.711,95.7799,92.284,92.6139
2609.216,92.7065,95.7759,92.3044,92.6377
2610.18,92.7018,95.7717,92.329,92.6659
2611.144,92.6969,95.7669,92.356,92.6966
2612.109,92.6918,95.7614,92.384,92.7281
2613.073,92.6864,95.7551,92.4114,92.7584
2614.037,92.6809,95.7483,92.4368,92.7863
2615.001,92.6753,95.7415,92.4594,92.8107
2615.966,92.6698,95.735,92.4784,92.8308
2616.93,92.6644,95.7292,92.4934,92.8465
2617.894,92.6593,95.7241,92.5041,92.8574
2618.858,92.6544,95.7198,92.5105,92.8637
2619.823,92.6495,95.7161,92.5127,92.8654
2620.787,92.6446,95.7129,92.5108,92.8626
2621.751,92.6395,95.7103,92.5048,92.8554
2622.715,92.6342,95.7085,92.4948,92.8438
2623.679,92.6289,95.7073,92.4807,92.8278
2624.644,92.6235,95.7066,92.4628,92.8077
2625.608,92.6182,95.706,92.4411,92.7837
2626.572,92.6132,95.7051,92.416,92.7562
2627.536,92.6084,95.7034,92.388,92.7256
2628.5,92.6039,95.701,92.3577,92.6927
2629.465,92.5999,95.6978,92.3256,92.6579
2630.429,92.5963,95.6945,92.2923,92.6219
2631.393,92.5933,95.6913,92.2584,92.5852
2632.357,92.5906,95.6885,92.2245,92.5484
2633.322,92.5883,95.6858,92.1911,92.5121
2634.286,92.586,95.6832,92.1587,92.4769
2635.25,92.5835,95.6802,92.1278,92.4433
2636.214,92.5807,95.677,92.0986,92.4115
2637.179,92.5776,95.6734,92.0711,92.3817
2638.143,92.5741,95.6699,92.0453,92.3539
2639.107,92.5703,95.6667,92.0209,92.3278
2640.071,92.5665,95.6639,91.9978,92.3032
2641.036,92.5627,95.6613,91.9758,92.28
2642,92.5589,95.6587,91.9549,92.2581
2642.964,92.5551,95.6557,91.9349,92.2377
2643.928,92.5511,95.6521,91.916,92.2185
2644.893,92.5469,95.6482,91.8977,92.2006
2645.857,92.5424,95.644,91.8798,92.1834
2646.821,92.5376,95.6399,91.8619,92.1665
2647.785,92.5327,95.6359,91.8436,92.1493
2648.75,92.5275,95.632,91.8244,92.1312
2649.714,92.5223,95.628,91.8042,92.112
2650.678,92.517,95.6237,91.783,92.0913
2651.642,92.5116,95.6192,91.7608,92.0692
2652.606,92.5062,95.6146,91.7377,92.0459
2653.571,92.5008,95.6103,91.7138,92.0214
2654.535,92.4954,95.6066,91.6893,91.9961
2655.499,92.49,95.6035,91.6645,91.9703
2656.463,92.4847,95.6008,91.6395,91.9444
2657.427,92.4793,95.5982,91.6146,91.9188
2658.392,92.474,95.5953,91.5903,91.8938
2659.356,92.4688,95.592,91.5668,91.8699
2660.32,92.4637,95.5884,91.5442,91.8472
2661.284,92.4587,95.5846,91.5226,91.8258
2662.249,92.454,95.5809,91.5019,91.8053
2663.213,92.4497,95.5773,91.4819,91.7857
2664.177,92.4456,95.5737,91.4627,91.7668
2665.141,92.4417,95.5698,91.4443,91.7486
2666.106,92.438,95.5655,91.4269,91.7313
2667.07,92.4342,95.5609,91.4107,91.7152
2668.034,92.4303,95.5562,91.3957,91.7005
2668.998,92.4263,95.5518,91.3821,91.6876
2669.963,92.4222,95.5481,91.37,91.6765
2670.927,92.418,95.545,91.3594,91.6673
2671.891,92.4136,95.5425,91.3505,91.6602
2672.855,92.409,95.5399,91.3434,91.6552
2673.82,92.4041,95.5371,91.3386,91.6524
2674.784,92.3988,95.5338,91.3361,91.6521
2675.748,92.3932,95.53,91.3363,91.6545
2676.712,92.3875,95.5262,91.3393,91.6597
2677.677,92.3818,95.5224,91.3451,91.6679
2678.641,92.3762,95.5189,91.3539,91.6792
2679.605,92.3709,95.5156,91.3656,91.6937
2680.569,92.3657,95.5121,91.3804,91.7114
2681.533,92.3607,95.5082,91.3984,91.7324
2682.498,92.3557,95.5038,91.4199,91.7569
2683.462,92.3506,95.4989,91.4449,91.7852
2684.426,92.3454,95.4939,91.4737,91.8173
2685.39,92.3404,95.489,91.5063,91.8535
2686.354,92.3355,95.4845,91.5429,91.8939
2687.319,92.3308,95.4803,91.5837,91.9386
2688.283,92.3264,95.4763,91.6287,91.9877
2689.247,92.3222,95.4723,91.6782,92.0414
2690.211,92.3182,95.4684,91.7322,92.0995
2691.176,92.3144,95.4646,91.7906,92.162
2692.14,92.3107,95.461,91.8529,92.2286
2693.104,92.3072,95.4581,91.9187,92.2986
2694.068,92.3039,95.4555,91.987,92.3712
2695.033,92.3008,95.4531,92.0569,92.4454
2695.997,92.2977,95.4506,92.1274,92.5201
2696.961,92.2945,95.4475,92.1971,92.594
2697.925,92.2912,95.4438,92.2651,92.6659
2698.89,92.2876,95.4396,92.33,92.7344
2699.854,92.2838,95.4353,92.3907,92.7985
2700.818,92.2799,95.4311,92.446,92.8568
2701.782,92.2759,95.4272,92.4951,92.9086
2702.747,92.2719,95.4235,92.5372,92.9529
2703.711,92.2679,95.42,92.5718,92.9894
2704.675,92.2639,95.4162,92.5988,93.0178
2705.639,92.2598,95.4121,92.6182,93.0382
2706.604,92.2556,95.4077,92.6302,93.0508
2707.568,92.2514,95.4033,92.6352,93.0562
2708.532,92.2474,95.399,92.6336,93.0548
2709.496,92.2435,95.3949,92.6262,93.0473
2710.46,92.2398,95.3909,92.6137,93.0346
2711.425,92.2362,95.3868,92.5969,93.0173
2712.389,92.2324,95.3824,92.5766,92.9963
2713.353,92.2284,95.3775,92.554,92.9724
2714.317,92.2239,95.3724,92.5296,92.9465
2715.281,92.219,95.3672,92.5042,92.9194
2716.246,92.2134,95.3623,92.4783,92.8917
2717.21,92.2074,95.3577,92.4524,92.864
2718.174,92.201,95.3533,92.4271,92.8371
2719.138,92.1942,95.349,92.4028,92.8116
2720.103,92.1874,95.3446,92.3803,92.7881
2721.067,92.1808,95.34,92.3601,92.7673
2722.031,92.1747,95.3355,92.3426,92.7494
2722.995,92.1693,95.3313,92.3283,92.7348
2723.96,92.165,95.3276,92.3173,92.7237
2724.924,92.1618,95.3242,92.3098,92.7163
2725.888,92.1595,95.321,92.3059,92.7125
2726.852,92.1578,95.3176,92.3055,92.7124
2727.817,92.1562,95.3137,92.3085,92.716
2728.781,92.1542,95.3091,92.3148,92.7231
2729.745,92.1514,95.304,92.3241,92.7334
2730.709,92.1477,95.2986,92.3357,92.7463
2731.674,92.1431,95.2934,92.349,92.7611
2732.638,92.1379,95.2883,92.3632,92.7768
2733.602,92.1323,95.2835,92.3774,92.7927
2734.566,92.1265,95.2786,92.3909,92.8078
2735.531,92.121,95.2736,92.4031,92.8215
2736.495,92.1158,95.2685,92.4135,92.833
2737.459,92.1111,95.2634,92.4213,92.8418
2738.423,92.107,95.2586,92.4262,92.8474
2739.387,92.1035,95.2544,92.4277,92.8492
2740.352,92.1005,95.2507,92.4255,92.8471
2741.316,92.0978,95.2473,92.4195,92.8407
2742.28,92.0951,95.2436,92.4096,92.8301
2743.244,92.0922,95.2395,92.3963,92.8156
2744.208,92.0887,95.2347,92.3798,92.7976
2745.173,92.0845,95.2294,92.3604,92.7766
2746.137,92.0798,95.224,92.3388,92.7532
2747.101,92.0746,95.2189,92.3153,92.7282
2748.065,92.0693,95.2144,92.2906,92.7021
2749.03,92.0638,95.2105,92.2654,92.6756
2749.994,92.0581,95.207,92.2404,92.6495
2750.958,92.0523,95.2037,92.2163,92.6243
2751.922,92.0462,95.2002,92.1938,92.6007
2752.887,92.0398,95.1966,92.173,92.5787
2753.851,92.0332,95.1927,92.154,92.5585
2754.815,92.0268,95.1887,92.1365,92.5396
2755.779,92.0208,95.1845,92.1198,92.5216
2756.744,92.0156,95.18,92.1034,92.5039
2757.708,92.0114,95.175,92.0868,92.4861
2758.672,92.0081,95.1694,92.07,92.4679
2759.636,92.0056,95.1632,92.053,92.4495
2760.601,92.0035,95.1567,92.036,92.4312
2761.565,92.0017,95.1502,92.0194,92.4134
2762.529,91.9998,95.1441,92.0035,92.3964
2763.493,91.9977,95.1386,91.9885,92.3807
2764.458,91.9952,95.1335,91.9743,92.366
2765.422,91.9923,95.1287,91.9608,92.3524
2766.386,91.9888,95.1241,91.9474,92.3391
2767.35,91.9847,95.1195,91.9338,92.3256
2768.314,91.9799,95.1152,91.919,92.3108
2769.279,91.9745,95.1115,91.9025,92.2941
2770.243,91.9688,95.1088,91.8836,92.2747
2771.207,91.963,95.1071,91.862,92.2521
2772.171,91.9572,95.1065,91.8376,92.2266
2773.135,91.9516,95.1065,91.8107,92.1983
2774.1,91.9463,95.1067,91.782,92.168
2775.064,91.9415,95.1068,91.7523,92.1368
2776.028,91.937,95.1066,91.7227,92.1057
2776.992,91.933,95.106,91.6941,92.076
2777.957,91.9293,95.1049,91.6673,92.0483
2778.921,91.9258,95.1033,91.643,92.0235
2779.885,91.9225,95.101,91.6214,92.0016
2780.849,91.919,95.0981,91.6026,91.9826
2781.814,91.9152,95.0943,91.5861,91.9659
2782.778,91.9108,95.0899,91.5713,91.9507
2783.742,91.9059,95.0852,91.5571,91.936
2784.706,91.9003,95.0805,91.5425,91.9206
2785.671,91.8942,95.0762,91.5265,91.9034
2786.635,91.8877,95.0723,91.5081,91.8837
2787.599,91.8812,95.0687,91.4868,91.8609
2788.563,91.8746,95.0652,91.4627,91.8349
2789.528,91.868,95.0613,91.4356,91.806
2790.492,91.8614,95.0569,91.4062,91.7744
2791.456,91.8549,95.052,91.3748,91.7407
2792.42,91.8484,95.0466,91.3418,91.7052
2793.385,91.842,95.0407,91.3076,91.6684
2794.349,91.8356,95.0345,91.2722,91.6304
2795.313,91.8292,95.0279,91.2359,91.5914
2796.277,91.8226,95.0206,91.1988,91.5519
2797.241,91.8159,95.0129,91.1611,91.5117
2798.206,91.809,95.0051,91.1229,91.4712
2799.17,91.8018,94.9979,91.0843,91.4302
2800.134,91.7943,94.9922,91.0454,91.3889
2801.098,91.7869,94.9888,91.0062,91.3471
2802.063,91.7795,94.988,90.9666,91.3047
2803.027,91.7722,94.9897,90.9267,91.2619
2803.991,91.7652,94.9934,90.8866,91.2188
2804.955,91.7584,94.9983,90.8463,91.1755
2805.919,91.7517,95.0034,90.8061,91.1324
2806.884,91.7452,95.008,90.766,91.0894
2807.848,91.7388,95.0117,90.726,91.0469
2808.812,91.7326,95.0141,90.6863,91.0047
2809.776,91.7267,95.0153,90.6467,90.9629
2810.741,91.7211,95.0151,90.6076,90.9217
2811.705,91.7159,95.0136,90.5691,90.8813
2812.669,91.7112,95.0109,90.5314,90.8418
2813.633,91.7069,95.0072,90.4948,90.8037
2814.598,91.7033,95.0027,90.4596,90.767
2815.562,91.7003,94.998,90.4256,90.7316
2816.526,91.6979,94.9933,90.3929,90.6976
2817.49,91.696,94.9889,90.3612,90.6647
2818.455,91.6945,94.9848,90.3304,90.6327
2819.419,91.6929,94.9808,90.3003,90.6016
2820.383,91.6911,94.9768,90.2711,90.5714
2821.347,91.6887,94.9727,90.2429,90.5424
2822.312,91.6857,94.9684,90.2157,90.5146
2823.276,91.6821,94.9641,90.1897,90.4884
2824.24,91.678,94.9599,90.1651,90.4638
2825.204,91.6736,94.9559,90.1419,90.4409
2826.168,91.6688,94.9521,90.1203,90.4197
2827.133,91.6638,94.9482,90.1004,90.4004
2828.097,91.6584,94.9442,90.0825,90.383
2829.061,91.6527,94.94,90.0669,90.3679
2830.025,91.6466,94.9357,90.0534,90.3552
2830.99,91.6403,94.9313,90.0423,90.345
2831.954,91.6341,94.9272,90.0333,90.3373
2832.918,91.6279,94.9233,90.0265,90.3321
2833.882,91.622,94.9196,90.0217,90.3293
2834.846,91.6163,94.9161,90.019,90.3288
2835.811,91.6107,94.9125,90.0184,90.3308
2836.775,91.605,94.909,90.0201,90.3351
2837.739,91.5993,94.9057,90.0239,90.3418
2838.703,91.5936,94.9028,90.0299,90.3509
2839.668,91.5882,94.9007,90.0379,90.362
2840.632,91.5831,94.8994,90.0477,90.375
2841.596,91.5785,94.8989,90.0591,90.3896
2842.56,91.5741,94.8989,90.0722,90.4056
2843.525,91.5698,94.8991,90.087,90.4232
2844.489,91.5654,94.8993,90.1037,90.4427
2845.453,91.5604,94.8992,90.1227,90.4644
2846.417,91.5547,94.8987,90.1443,90.4889
2847.382,91.5481,94.8977,90.1687,90.5167
2848.346,91.5403,94.8959,90.1963,90.548
2849.31,91.5311,94.8932,90.2267,90.5829
2850.274,91.5204,94.8891,90.2597,90.6209
2851.239,91.508,94.8838,90.2945,90.6612
2852.203,91.494,94.8773,90.3303,90.7027
2853.167,91.4787,94.8698,90.3655,90.7438
2854.131,91.4624,94.8621,90.399,90.7829
2855.095,91.4456,94.8543,90.4292,90.8183
2856.06,91.4289,94.8469,90.4548,90.8485
2857.024,91.4123,94.8398,90.4749,90.8725
2857.988,91.396,94.8329,90.4888,90.8896
2858.952,91.3799,94.8258,90.4964,90.8994
2859.917,91.364,94.8186,90.4974,90.9022
2860.881,91.348,94.8113,90.4923,90.8982
2861.845,91.3324,94.8039,90.4815,90.888
2862.809,91.3174,94.7968,90.4655,90.8723
2863.774,91.3035,94.79,90.4452,90.8521
2864.738,91.291,94.7835,90.4216,90.8283
2865.702,91.2802,94.7772,90.3959,90.8022
2866.666,91.2711,94.7709,90.3692,90.7749
2867.631,91.2637,94.7648,90.3429,90.7479
2868.595,91.2576,94.7589,90.3179,90.7221
2869.559,91.2524,94.7535,90.2949,90.6983
2870.523,91.2478,94.7487,90.2743,90.6771
2871.488,91.2431,94.7446,90.2562,90.6588
2872.452,91.2377,94.741,90.2407,90.6434
2873.416,91.2313,94.7377,90.2276,90.6308
2874.38,91.2234,94.7343,90.2166,90.6208
2875.344,91.214,94.7307,90.2076,90.613
2876.309,91.2035,94.7268,90.2003,90.6071
2877.273,91.1925,94.7229,90.1944,90.6026
2878.237,91.1819,94.7192,90.1896,90.5991
2879.201,91.1723,94.7156,90.1855,90.5963
2880.166,91.1642,94.7122,90.1821,90.594
2881.13,91.1576,94.7087,90.1794,90.5923
2882.094,91.1521,94.7049,90.1775,90.5914
2883.058,91.1474,94.7007,90.177,90.5917
2884.022,91.1428,94.6963,90.1781,90.5938
2884.987,91.1379,94.6917,90.1811,90.5978
2885.951,91.1326,94.6873,90.1863,90.6041
2886.915,91.1267,94.6834,90.1935,90.6128
2887.879,91.1203,94.68,90.203,90.6237
2888.844,91.1137,94.677,90.2145,90.6369
2889.808,91.107,94.6744,90.2279,90.6523
2890.772,91.1005,94.6721,90.2434,90.6698
2891.736,91.0946,94.6699,90.2606,90.6892
2892.701,91.0894,94.6679,90.2793,90.7103
2893.665,91.0851,94.6661,90.2993,90.7329
2894.629,91.0817,94.6645,90.3201,90.7566
2895.593,91.0787,94.6628,90.3414,90.781
2896.558,91.0758,94.6608,90.363,90.8058
2897.522,91.0723,94.6584,90.3846,90.8307
2898.486,91.0678,94.6555,90.4062,90.8554
2899.45,91.062,94.6524,90.4275,90.8797
2900.415,91.055,94.6493,90.4484,90.9034
2901.379,91.0469,94.6465,90.4686,90.9261
2902.343,91.0379,94.6443,90.4878,90.9475
2903.307,91.028,94.6426,90.5056,90.9673
2904.271,91.0173,94.6412,90.5219,90.9853
2905.236,91.006,94.64,90.5364,91.0014
2906.2,90.9943,94.639,90.5493,91.0154
2907.164,90.9828,94.6383,90.5605,91.0275
2908.128,90.972,94.6382,90.5704,91.0378
2909.093,90.9625,94.6387,90.5793,91.0466
2910.057,90.9548,94.64,90.5876,91.0542
2911.021,90.9487,94.6419,90.5957,91.0612
2911.985,90.9439,94.644,90.604,91.0681
2912.949,90.9396,94.6457,90.613,91.0755
2913.914,90.9352,94.6468,90.6231,91.084
2914.878,90.9301,94.6467,90.6343,91.094
2915.842,90.924,94.6453,90.6465,91.1057
2916.806,90.9169,94.6427,90.6595,91.1188
2917.771,90.909,94.6389,90.6729,91.1331
2918.735,90.9002,94.6339,90.6862,91.1481
2919.699,90.8907,94.6277,90.699,91.163
2920.663,90.8803,94.6205,90.7107,91.1774
2921.628,90.869,94.6124,90.7212,91.1905
2922.592,90.8567,94.6036,90.7301,91.2018
2923.556,90.8436,94.5946,90.7368,91.2108
2924.52,90.8297,94.5855,90.741,91.2168
2925.485,90.8151,94.5768,90.7423,91.2194
2926.449,90.7995,94.5687,90.7401,91.2182
2927.413,90.7828,94.5612,90.7344,91.2131
2928.377,90.7649,94.5544,90.7252,91.2042
2929.342,90.7462,94.5485,90.7125,91.1918
2930.306,90.7274,94.5437,90.6968,91.1762
2931.27,90.7095,94.5398,90.6785,91.1579
2932.234,90.6937,94.5369,90.658,91.1373
2933.198,90.6806,94.5345,90.6358,91.1147
2934.163,90.6703,94.5322,90.6122,91.0906
2935.127,90.6623,94.5295,90.5872,91.0647
2936.091,90.6556,94.526,90.561,91.0373
2937.055,90.6493,94.5217,90.5337,91.0085
2938.02,90.6427,94.5166,90.5056,90.9785
2938.984,90.6356,94.5112,90.4769,90.948
2939.948,90.6282,94.5058,90.4484,90.9174
2940.912,90.6208,94.5006,90.4209,90.8879
2941.876,90.6137,94.4957,90.3951,90.8603
2942.841,90.6071,94.4908,90.3717,90.8355
2943.805,90.6009,94.4858,90.3511,90.8137
2944.769,90.5953,94.4806,90.3333,90.7951
2945.733,90.5901,94.4752,90.3181,90.7795
2946.698,90.5855,94.4698,90.305,90.7664
2947.662,90.5812,94.4646,90.2939,90.7555
2948.626,90.5766,94.4596,90.2844,90.7465
2949.59,90.5708,94.4547,90.2763,90.7392
2950.555,90.5625,94.4499,90.2695,90.7333
2951.519,90.5506,94.4449,90.2634,90.7284
2952.483,90.5345,94.4397,90.2579,90.7241
2953.447,90.514,94.4342,90.2523,90.7201
2954.412,90.4896,94.4288,90.2465,90.7158
2955.376,90.4614,94.4233,90.2399,90.711
2956.34,90.4294,94.4178,90.2327,90.7056
2957.304,90.3927,94.4121,90.2246,90.6994
2958.269,90.3498,94.4057,90.2159,90.6924
2959.233,90.299,94.3986,90.2065,90.6845
2960.197,90.2385,94.3906,90.1965,90.6758
2961.161,90.1664,94.382,90.1858,90.6663
2962.125,90.0805,94.373,90.1747,90.656
2963.09,89.9774,94.3643,90.1634,90.6453
2964.054,89.8519,94.3561,90.1522,90.6345
2965.018,89.6978,94.3487,90.1412,90.6237
2965.982,89.5092,94.342,90.1308,90.6132
2966.947,89.2831,94.3359,90.1209,90.6029
2967.911,89.0217,94.3303,90.1114,90.5926
2968.875,88.7341,94.3249,90.1022,90.5823
2969.839,88.4369,94.3198,90.0932,90.5719
2970.803,88.1514,94.3147,90.0843,90.5614
2971.768,87.9008,94.3098,90.0754,90.5509
2972.732,87.706,94.3049,90.0667,90.5405
2973.696,87.5821,94.2999,90.0581,90.5301
2974.66,87.5373,94.2947,90.0495,90.5196
2975.625,87.5734,94.2893,90.0409,90.509
2976.589,87.6872,94.2839,90.0321,90.4983
2977.553,87.8727,94.2786,90.0235,90.488
2978.517,88.123,94.2733,90.0154,90.4786
2979.482,88.4294,94.268,90.0083,90.4709
2980.446,88.7815,94.2626,90.0022,90.4654
2981.41,89.1654,94.2567,89.9974,90.4621
2982.374,89.5632,94.2501,89.9932,90.4605
2983.339,89.9545,94.2427,89.9893,90.4597
2984.303,90.3187,94.2347,89.9846,90.4585
2985.267,90.6379,94.2263,89.9788,90.4558
2986.231,90.9005,94.2177,89.9714,90.451
2987.196,91.1023,94.209,89.9626,90.4437
