freq,B2-1,B2-2,C
2164.704,98.9618,98.9385,97.3826
2165.668,98.954,98.9323,97.3779
2166.633,98.9479,98.9273,97.373
2167.597,98.943,98.923,97.368
2168.561,98.9376,98.9184,97.3631
2169.525,98.9291,98.9115,97.3582
2170.49,98.9157,98.9012,97.3532
2171.454,98.8973,98.8877,97.3479
2172.418,98.8762,98.8726,97.3423
2173.382,98.856,98.8585,97.3368
2174.346,98.8402,98.8477,97.3316
2175.311,98.831,98.8416,97.3272
2176.275,98.8284,98.84,97.3237
2177.239,98.8306,98.8417,97.321
2178.203,98.8355,98.845,97.3186
2179.168,98.8412,98.8487,97.3162
2180.132,98.8469,98.8524,97.3132
2181.096,98.8528,98.8561,97.3096
2182.06,98.859,98.86,97.3054
2183.025,98.8645,98.8633,97.3008
2183.989,98.868,98.865,97.296
2184.953,98.8672,98.8636,97.2911
2185.917,98.8613,98.8586,97.2859
2186.882,98.8508,98.8503,97.2806
2187.846,98.8382,98.8407,97.2751
2188.81,98.8263,98.8317,97.2695
2189.774,98.8174,98.8248,97.2639
2190.739,98.8114,98.82,97.2582
2191.703,98.8063,98.8157,97.2525
2192.667,98.799,98.8097,97.2467
2193.631,98.787,98.8004,97.2406
2194.595,98.77,98.7876,97.2343
2195.56,98.7499,98.7728,97.228
2196.524,98.7301,98.7581,97.2217
2197.488,98.7133,98.7456,97.2158
2198.452,98.7003,98.7356,97.2102
2199.417,98.6895,98.7269,97.2049
2200.381,98.6776,98.7172,97.1999
2201.345,98.662,98.7048,97.195
2202.309,98.6421,98.6894,97.1905
2203.273,98.6197,98.6724,97.1863
2204.238,98.5977,98.656,97.1826
2205.202,98.5786,98.6417,97.1793
2206.166,98.5622,98.6292,97.176
2207.13,98.546,98.6165,97.1723
2208.095,98.5258,98.6008,97.1679
2209.059,98.4987,98.58,97.1625
2210.023,98.4642,98.554,97.1562
2210.987,98.4246,98.5243,97.149
2211.952,98.3834,98.4934,97.1409
2212.916,98.3421,98.4621,97.1315
2213.88,98.2986,98.4289,97.1206
2214.844,98.2473,98.3894,97.1074
2215.809,98.1806,98.3386,97.0913
2216.773,98.0914,98.2713,97.071
2217.737,97.9739,98.1837,97.0442
2218.701,97.8216,98.0711,97.0074
2219.666,97.6225,97.9247,96.9546
2220.63,97.3547,97.729,96.8795
2221.594,96.9857,97.4612,96.7762
2222.558,96.4796,97.0969,96.6426
2223.522,95.8107,96.6201,96.4831
2224.487,94.9821,96.0357,96.3103
2225.451,94.0405,95.3794,96.1443
2226.415,93.0805,94.7204,96.0095
2227.379,92.2339,94.1519,95.9289
2228.344,91.643,93.7726,95.9186
2229.308,91.4262,93.6621,95.9825
2230.272,91.6459,93.8588,96.1115
2231.236,92.2889,94.3478,96.2852
2232.2,93.2678,95.0629,96.4771
2233.165,94.441,95.902,96.6616
2234.129,95.6475,96.7519,96.8189
2235.093,96.744,97.514,96.939
2236.057,97.6335,98.1239,97.0211
2237.022,98.2776,98.5587,97.0718
2237.986,98.6912,98.8319,97.1004
2238.95,98.9236,98.9805,97.1156
2239.914,99.0358,99.0477,97.1233
2240.879,99.0813,99.0708,97.1264
2241.843,99.0959,99.0741,97.126
2242.807,99.0973,99.0694,97.1223
2243.771,99.0915,99.0603,97.1165
2244.736,99.0797,99.0475,97.1099
2245.7,99.0638,99.0324,97.1041
2246.664,99.0478,99.0178,97.0997
2247.628,99.0359,99.0066,97.0965
2248.593,99.03,98.9998,97.0933
2249.557,99.0284,98.9962,97.089
2250.521,99.0272,98.993,97.0831
2251.485,99.0226,98.9876,97.076
2252.449,99.0131,98.9791,97.0691
2253.414,99.0005,98.9688,97.0633
2254.378,98.9885,98.9591,97.059
2255.342,98.9802,98.9522,97.0558
2256.306,98.9765,98.9485,97.0525
2257.271,98.9753,98.9464,97.0482
2258.235,98.973,98.9434,97.0424
2259.199,98.9666,98.9375,97.0357
2260.163,98.9553,98.9284,97.0293
2261.127,98.941,98.9174,97.0239
2262.092,98.9272,98.907,97.02
2263.056,98.9169,98.8992,97.017
2264.02,98.9109,98.8943,97.0138
2264.984,98.9076,98.8911,97.0096
2265.949,98.9039,98.8875,97.0041
2266.913,98.8973,98.8816,96.9979
2267.877,98.8872,98.8734,96.9919
2268.841,98.8753,98.864,96.9872
2269.806,98.8644,98.8554,96.9838
2270.77,98.8569,98.8495,96.9813
2271.734,98.8533,98.8462,96.9788
2272.698,98.8519,98.8445,96.9752
2273.663,98.8498,98.8422,96.9703
2274.627,98.8446,98.8377,96.9646
2275.591,98.8355,98.8304,96.959
2276.555,98.8237,98.8216,96.9543
2277.52,98.8118,98.8128,96.9507
2278.484,98.8021,98.8057,96.9478
2279.448,98.7951,98.8005,96.9444
2280.412,98.7897,98.7965,96.9397
2281.376,98.7838,98.792,96.9332
2282.341,98.7755,98.7857,96.9252
2283.305,98.7641,98.7774,96.9164
2284.269,98.7508,98.7679,96.9076
2285.233,98.7377,98.7584,96.899
2286.198,98.7268,98.7505,96.8905
2287.162,98.7186,98.7442,96.8814
2288.126,98.7121,98.739,96.8711
2289.09,98.7054,98.7334,96.8597
2290.055,98.6966,98.7263,96.8478
2291.019,98.6852,98.7176,96.8362
2291.983,98.6722,98.7079,96.8258
2292.947,98.6595,98.6986,96.8169
2293.912,98.6488,98.691,96.8093
2294.876,98.6406,98.6852,96.8022
2295.84,98.6339,98.6804,96.7948
2296.804,98.6267,98.6752,96.7869
2297.769,98.6173,98.6684,96.7787
2298.733,98.6048,98.6593,96.7709
2299.697,98.5904,98.6489,96.764
2300.661,98.5759,98.6385,96.758
2301.625,98.5632,98.6294,96.7523
2302.59,98.5532,98.6221,96.7456
2303.554,98.5452,98.6161,96.737
2304.518,98.5374,98.61,96.7258
2305.482,98.5279,98.6028,96.7123
2306.447,98.5159,98.5939,96.6974
2307.411,98.5023,98.584,96.6821
2308.375,98.4889,98.5745,96.6669
2309.339,98.4776,98.5667,96.6518
2310.303,98.4693,98.5612,96.6361
2311.268,98.4633,98.5576,96.6193
2312.232,98.4578,98.5543,96.601
2313.196,98.4506,98.55,96.5815
2314.16,98.4408,98.544,96.5613
2315.125,98.4292,98.5365,96.5407
2316.089,98.4178,98.5291,96.5198
2317.053,98.4088,98.523,96.4974
2318.017,98.4032,98.519,96.4724
2318.982,98.4005,98.5167,96.444
2319.946,98.3988,98.515,96.4123
2320.91,98.3959,98.5125,96.3786
2321.874,98.391,98.5089,96.345
2322.839,98.3852,98.505,96.3134
2323.803,98.3808,98.5023,96.2846
2324.767,98.3805,98.5026,96.2579
2325.731,98.3852,98.5062,96.232
2326.696,98.3932,98.5119,96.2053
2327.66,98.4013,98.5175,96.1774
2328.624,98.406,98.5206,96.1492
2329.588,98.4051,98.5201,96.1228
2330.552,98.3995,98.5164,96.0998
2331.517,98.3921,98.5115,96.0809
2332.481,98.3863,98.5078,96.0652
2333.445,98.3841,98.5065,96.0507
2334.409,98.3853,98.507,96.0357
2335.374,98.3873,98.5079,96.0191
2336.338,98.3875,98.5071,96.0016
2337.302,98.3842,98.504,95.9847
2338.266,98.3789,98.4996,95.9705
2339.23,98.3749,98.4963,95.9612
2340.195,98.3763,98.4971,95.9587
2341.159,98.3849,98.5031,95.9644
2342.123,98.3982,98.5122,95.9795
2343.087,98.4104,98.5201,96.0039
2344.052,98.4171,98.5235,96.0359
2345.016,98.4175,98.5225,96.072
2345.98,98.4141,98.5189,96.1075
2346.944,98.4107,98.5155,96.1373
2347.909,98.4103,98.5144,96.1569
2348.873,98.4144,98.5162,96.1627
2349.837,98.4224,98.5205,96.1524
2350.801,98.4321,98.5256,96.1247
2351.766,98.4402,98.5294,96.0801
2352.73,98.444,98.5302,96.0207
2353.694,98.4428,98.5278,95.9509
2354.658,98.4382,98.5232,95.8763
2355.623,98.4333,98.5184,95.8031
2356.587,98.4305,98.5146,95.736
2357.551,98.4295,98.5117,95.6782
2358.515,98.4299,98.5104,95.6315
2359.479,98.4315,98.511,95.5977
2360.444,98.4319,98.5115,95.5792
2361.408,98.4287,98.5094,95.578
2362.372,98.423,98.505,95.5941
2363.336,98.4195,98.5014,95.6247
2364.301,98.4212,98.5013,95.6652
2365.265,98.4266,98.5037,95.7112
2366.229,98.4315,98.5059,95.7601
2367.193,98.4321,98.5049,95.8113
2368.157,98.4271,98.5002,95.8654
2369.122,98.4182,98.4929,95.9227
2370.086,98.4083,98.4851,95.9823
2371.05,98.4001,98.4788,96.0419
2372.014,98.3944,98.4743,96.0994
2372.979,98.3904,98.4711,96.1531
2373.943,98.3867,98.4682,96.2026
2374.907,98.3821,98.4646,96.2484
2375.871,98.3767,98.4604,96.2915
2376.836,98.3713,98.4563,96.3323
2377.8,98.367,98.453,96.3709
2378.764,98.3649,98.4512,96.4066
2379.728,98.3647,98.4509,96.4386
2380.693,98.3656,98.4514,96.4665
2381.657,98.3664,98.4519,96.4901
2382.621,98.366,98.4515,96.5101
2383.585,98.3638,98.45,96.5269
2384.55,98.3599,98.4473,96.5412
2385.514,98.355,98.4437,96.5531
2386.478,98.3497,98.4399,96.5626
2387.442,98.3444,98.4358,96.5693
2388.406,98.3389,98.4314,96.5731
2389.371,98.3329,98.4266,96.5744
2390.335,98.3261,98.421,96.5738
2391.299,98.3186,98.4149,96.5722
2392.263,98.311,98.4087,96.5704
2393.228,98.3043,98.4033,96.5686
2394.192,98.2994,98.3992,96.5669
2395.156,98.2967,98.3968,96.5647
2396.12,98.2961,98.3959,96.5618
2397.084,98.2968,98.3959,96.5579
2398.049,98.2978,98.3962,96.5533
2399.013,98.2986,98.3964,96.5485
2399.977,98.299,98.3962,96.5441
2400.941,98.2995,98.3961,96.5402
2401.906,98.3005,98.3964,96.5366
2402.87,98.3022,98.3973,96.5331
2403.834,98.3045,98.3985,96.5293
2404.798,98.3067,98.3997,96.525
2405.763,98.3083,98.4004,96.5206
2406.727,98.3088,98.4005,96.5164
2407.691,98.3086,98.4001,96.5126
2408.655,98.3081,98.3996,96.5093
2409.62,98.308,98.3994,96.506
2410.584,98.3084,98.3995,96.5022
2411.548,98.3091,98.3999,96.4976
2412.512,98.3096,98.4,96.4922
2413.477,98.3092,98.3994,96.4862
2414.441,98.3076,98.3981,96.4802
2415.405,98.3051,98.3961,96.4748
2416.369,98.3023,98.3938,96.4702
2417.333,98.2998,98.3918,96.4663
2418.298,98.2978,98.3902,96.4626
2419.262,98.2961,98.3888,96.4588
2420.226,98.294,98.3872,96.4549
2421.19,98.2909,98.3849,96.4512
2422.155,98.2864,98.3817,96.4482
2423.119,98.2805,98.3777,96.4462
2424.083,98.2739,98.3734,96.4452
2425.047,98.2674,98.3692,96.4449
2426.011,98.2615,98.3655,96.4446
2426.976,98.2562,98.3622,96.4437
2427.94,98.2515,98.359,96.4419
2428.904,98.247,98.3558,96.4394
2429.868,98.2426,98.3523,96.4367
2430.833,98.2387,98.3489,96.434
2431.797,98.2358,98.3461,96.4315
2432.761,98.2344,98.3441,96.4292
2433.725,98.2345,98.3431,96.4265
2434.69,98.2359,98.343,96.4233
2435.654,98.2376,98.3431,96.4193
2436.618,98.2389,98.3431,96.415
2437.582,98.2393,98.3425,96.4106
2438.547,98.2386,98.3413,96.4065
2439.511,98.2375,98.3399,96.4028
2440.475,98.2364,98.3385,96.3993
2441.439,98.2358,98.3375,96.3955
2442.404,98.2356,98.3369,96.3911
2443.368,98.2355,98.3362,96.3861
2444.332,98.2348,98.3352,96.3807
2445.296,98.2333,98.3338,96.3754
2446.26,98.2311,98.3321,96.3708
2447.225,98.2287,98.3303,96.3668
2448.189,98.2264,98.3288,96.3633
2449.153,98.2246,98.3277,96.3598
2450.117,98.2233,98.3268,96.3558
2451.082,98.2218,98.3257,96.3514
2452.046,98.2199,98.3242,96.3468
2453.01,98.2172,98.3218,96.3425
2453.974,98.2137,98.3187,96.3389
2454.938,98.2101,98.3153,96.3362
2455.903,98.2065,98.312,96.334
2456.867,98.2035,98.3091,96.3318
2457.831,98.2009,98.3065,96.329
2458.795,98.1981,98.304,96.3255
2459.76,98.1947,98.3012,96.3214
2460.724,98.1906,98.298,96.3171
2461.688,98.1858,98.2945,96.3132
2462.652,98.1808,98.2909,96.31
2463.617,98.176,98.2875,96.3073
2464.581,98.1719,98.2847,96.305
2465.545,98.1683,98.282,96.3027
2466.509,98.1647,98.2793,96.3001
2467.474,98.1607,98.2763,96.2973
2468.438,98.1561,98.2726,96.2947
2469.402,98.1509,98.2685,96.2923
2470.366,98.1456,98.2642,96.2901
2471.331,98.1407,98.26,96.288
2472.295,98.1365,98.2562,96.2855
2473.259,98.1327,98.2528,96.2823
2474.223,98.1291,98.2494,96.2784
2475.188,98.1251,98.2458,96.274
2476.152,98.1204,98.2419,96.2697
2477.116,98.1152,98.2377,96.2656
2478.08,98.11,98.2337,96.2618
2479.044,98.1053,98.2301,96.2581
2480.009,98.1014,98.2272,96.254
2480.973,98.0983,98.2249,96.2492
2481.937,98.0955,98.2229,96.2436
2482.901,98.0925,98.2206,96.2376
2483.865,98.089,98.2179,96.2317
2484.83,98.085,98.2148,96.2265
2485.794,98.0809,98.2115,96.2222
2486.758,98.0771,98.2083,96.2187
2487.722,98.0739,98.2056,96.2155
2488.687,98.0713,98.2031,96.2124
2489.651,98.0688,98.2007,96.209
2490.615,98.066,98.198,96.2056
2491.579,98.0623,98.1948,96.2024
2492.544,98.0579,98.1911,96.1996
2493.508,98.0532,98.1872,96.1972
2494.472,98.0485,98.1833,96.1951
2495.436,98.0442,98.1797,96.1926
2496.401,98.0402,98.1764,96.1895
2497.365,98.0364,98.1731,96.1856
2498.329,98.0323,98.1696,96.1811
2499.293,98.0277,98.1659,96.1766
2500.258,98.0229,98.1619,96.1722
2501.222,98.0184,98.1581,96.1684
2502.186,98.0146,98.1549,96.1649
2503.15,98.0119,98.1524,96.1615
2504.115,98.0102,98.1506,96.1579
2505.079,98.009,98.1493,96.1541
2506.043,98.0079,98.1481,96.1504
2507.007,98.0063,98.1467,96.147
2507.971,98.0042,98.145,96.1445
2508.936,98.0017,98.1431,96.1426
2509.9,97.9992,98.1411,96.1412
2510.864,97.997,98.1392,96.1398
2511.828,97.9948,98.1373,96.1377
2512.792,97.9925,98.1352,96.1349
2513.757,97.9897,98.1326,96.1314
2514.721,97.9862,98.1296,96.1274
2515.685,97.9821,98.1261,96.1235
2516.649,97.9778,98.1225,96.1198
2517.614,97.9736,98.119,96.1162
2518.578,97.9699,98.1159,96.1126
2519.542,97.9666,98.1129,96.1087
2520.506,97.9635,98.1099,96.1046
2521.471,97.96,98.1066,96.1003
2522.435,97.9559,98.1029,96.0964
2523.399,97.9513,98.0988,96.093
2524.363,97.9466,98.0948,96.0902
2525.328,97.9422,98.0911,96.0876
2526.292,97.9384,98.0881,96.0849
2527.256,97.9353,98.0856,96.0816
2528.22,97.9325,98.0834,96.0777
2529.185,97.9297,98.0811,96.0732
2530.149,97.9266,98.0787,96.0686
2531.113,97.9234,98.076,96.0644
2532.077,97.9203,98.0732,96.0606
2533.042,97.9176,98.0707,96.057
2534.006,97.9155,98.0686,96.0534
2534.97,97.9138,98.0669,96.0494
2535.934,97.9122,98.0653,96.0448
2536.898,97.9101,98.0634,96.0397
2537.863,97.9074,98.061,96.0346
2538.827,97.9039,98.0581,96.0297
2539.791,97.9001,98.0549,96.0253
2540.755,97.8963,98.0518,96.0212
2541.719,97.8929,98.049,96.0171
2542.684,97.89,98.0466,96.0127
2543.648,97.8874,98.0444,96.0079
2544.612,97.8847,98.0422,96.0028
2545.576,97.8816,98.0398,95.9978
2546.541,97.8782,98.0373,95.9932
2547.505,97.8747,98.0346,95.9891
2548.469,97.8713,98.0319,95.9853
2549.433,97.8683,98.0293,95.9816
2550.398,97.8654,98.0267,95.9777
2551.362,97.8624,98.0239,95.9735
2552.326,97.8586,98.0207,95.9692
2553.29,97.8541,98.0169,95.9651
2554.255,97.8487,98.0127,95.9616
2555.219,97.843,98.0084,95.9586
2556.183,97.8374,98.0043,95.956
2557.147,97.8323,98.0006,95.9533
2558.112,97.8277,97.9972,95.9503
2559.076,97.8233,97.994,95.9466
2560.04,97.8189,97.9908,95.9424
2561.004,97.8142,97.9873,95.9378
2561.969,97.8092,97.9837,95.9331
2562.933,97.8043,97.98,95.9285
2563.897,97.7998,97.9767,95.9239
2564.861,97.7959,97.9738,95.9191
2565.825,97.7926,97.9712,95.914
2566.79,97.7895,97.9688,95.9085
2567.754,97.786,97.9661,95.9029
2568.718,97.7819,97.9631,95.8975
2569.682,97.7772,97.9596,95.8925
2570.646,97.7722,97.9559,95.8879
2571.611,97.7674,97.9523,95.8835
2572.575,97.7632,97.9491,95.8789
2573.539,97.7596,97.9463,95.874
2574.503,97.7565,97.9437,95.8687
2575.468,97.7535,97.941,95.8633
2576.432,97.7501,97.9382,95.8582
2577.396,97.7461,97.9351,95.8537
2578.36,97.7419,97.9318,95.8497
2579.325,97.7377,97.9286,95.846
2580.289,97.7335,97.9255,95.8421
2581.253,97.7295,97.9225,95.8377
2582.217,97.7253,97.9194,95.8326
2583.182,97.7205,97.9159,95.8272
2584.146,97.7151,97.9119,95.8218
2585.11,97.7091,97.9074,95.817
2586.074,97.7027,97.9027,95.8131
2587.039,97.6966,97.898,95.8102
2588.003,97.6912,97.8938,95.808
2588.967,97.6867,97.8901,95.8063
2589.931,97.6829,97.887,95.8051
2590.896,97.6799,97.8843,95.8044
2591.86,97.6772,97.8819,95.8044
2592.824,97.6749,97.8798,95.8051
2593.788,97.673,97.878,95.8064
2594.752,97.6717,97.8768,95.8078
2595.717,97.6711,97.8761,95.8086
2596.681,97.6709,97.8759,95.8086
2597.645,97.6708,97.8757,95.8075
2598.609,97.6702,97.8754,95.8054
2599.573,97.669,97.8745,95.803
2600.538,97.6671,97.8731,95.8006
2601.502,97.6647,97.8712,95.7986
2602.466,97.6621,97.869,95.7969
2603.43,97.6596,97.8667,95.7952
2604.395,97.6572,97.8643,95.7931
2605.359,97.6546,97.8617,95.7905
2606.323,97.6517,97.8587,95.7873
2607.287,97.6482,97.8555,95.7837
2608.252,97.6442,97.8519,95.7799
2609.216,97.64,97.8483,95.7759
2610.18,97.6361,97.845,95.7717
2611.144,97.6326,97.8422,95.7669
2612.109,97.6295,97.8397,95.7614
2613.073,97.6266,97.8374,95.7551
2614.037,97.6235,97.835,95.7483
2615.001,97.6198,97.8323,95.7415
2615.966,97.6155,97.8293,95.735
2616.93,97.6107,97.826,95.7292
2617.894,97.6057,97.8225,95.7241
2618.858,97.6008,97.8191,95.7198
2619.823,97.5958,97.8156,95.7161
2620.787,97.5906,97.8118,95.7129
2621.751,97.585,97.8075,95.7103
2622.715,97.579,97.8029,95.7085
2623.679,97.5727,97.798,95.7073
2624.644,97.5669,97.7933,95.7066
2625.608,97.562,97.7892,95.706
2626.572,97.5585,97.7861,95.7051
2627.536,97.5565,97.7838,95.7034
2628.5,97.5556,97.7825,95.701
2629.465,97.5554,97.7816,95.6978
2630.429,97.5552,97.7809,95.6945
2631.393,97.555,97.7802,95.6913
2632.357,97.5546,97.7795,95.6885
2633.322,97.5542,97.7789,95.6858
2634.286,97.5539,97.7784,95.6832
2635.25,97.5534,97.7778,95.6802
2636.214,97.5527,97.7771,95.677
2637.179,97.5511,97.7757,95.6734
2638.143,97.5486,97.7736,95.6699
2639.107,97.545,97.7707,95.6667
2640.071,97.5405,97.7672,95.6639
2641.036,97.5358,97.7634,95.6613
2642,97.531,97.7595,95.6587
2642.964,97.5264,97.7557,95.6557
2643.928,97.522,97.752,95.6521
2644.893,97.5174,97.7482,95.6482
2645.857,97.5126,97.7441,95.644
2646.821,97.5076,97.7399,95.6399
2647.785,97.5026,97.7357,95.6359
2648.75,97.4979,97.7318,95.632
2649.714,97.4938,97.7284,95.628
2650.678,97.4904,97.7255,95.6237
2651.642,97.4872,97.7229,95.6192
2652.606,97.4839,97.7202,95.6146
2653.571,97.4801,97.7173,95.6103
2654.535,97.4757,97.714,95.6066
2655.499,97.4709,97.7104,95.6035
2656.463,97.4659,97.7067,95.6008
2657.427,97.461,97.7032,95.5982
2658.392,97.4563,97.6998,95.5953
2659.356,97.4518,97.6966,95.592
2660.32,97.4471,97.6932,95.5884
2661.284,97.442,97.6894,95.5846
2662.249,97.4364,97.6852,95.5809
2663.213,97.4305,97.6806,95.5773
2664.177,97.4244,97.6757,95.5737
2665.141,97.4186,97.671,95.5698
2666.106,97.4131,97.6665,95.5655
2667.07,97.4078,97.6621,95.5609
2668.034,97.4026,97.658,95.5562
2668.998,97.3973,97.6541,95.5518
2669.963,97.3919,97.6502,95.5481
2670.927,97.3867,97.6466,95.545
2671.891,97.3819,97.6434,95.5425
2672.855,97.3778,97.6406,95.5399
2673.82,97.3743,97.6381,95.5371
2674.784,97.3711,97.6357,95.5338
2675.748,97.3681,97.6333,95.53
2676.712,97.3649,97.6306,95.5262
2677.677,97.3616,97.6277,95.5224
2678.641,97.3584,97.6248,95.5189
2679.605,97.3556,97.6222,95.5156
2680.569,97.3534,97.62,95.5121
2681.533,97.3518,97.6182,95.5082
2682.498,97.3505,97.6167,95.5038
2683.462,97.3491,97.6153,95.4989
2684.426,97.3473,97.6135,95.4939
2685.39,97.3449,97.6115,95.489
2686.354,97.3421,97.6092,95.4845
2687.319,97.3391,97.6067,95.4803
2688.283,97.3361,97.6043,95.4763
2689.247,97.3333,97.602,95.4723
2690.211,97.3305,97.5998,95.4684
2691.176,97.3277,97.5975,95.4646
2692.14,97.3246,97.595,95.461
2693.104,97.3211,97.5922,95.4581
2694.068,97.3175,97.5893,95.4555
2695.033,97.3138,97.5862,95.4531
2695.997,97.3102,97.583,95.4506
2696.961,97.3067,97.5798,95.4475
2697.925,97.3031,97.5764,95.4438
2698.89,97.2992,97.5727,95.4396
2699.854,97.2948,97.5688,95.4353
2700.818,97.29,97.5647,95.4311
2701.782,97.2849,97.5606,95.4272
2702.747,97.28,97.5567,95.4235
2703.711,97.2753,97.5531,95.42
2704.675,97.271,97.5498,95.4162
2705.639,97.2667,97.5466,95.4121
2706.604,97.2621,97.5432,95.4077
2707.568,97.2569,97.5395,95.4033
2708.532,97.2513,97.5354,95.399
2709.496,97.2454,97.5311,95.3949
2710.46,97.2396,97.5269,95.3909
2711.425,97.2341,97.5229,95.3868
2712.389,97.2292,97.5192,95.3824
2713.353,97.2247,97.5157,95.3775
2714.317,97.2203,97.5121,95.3724
2715.281,97.2157,97.5084,95.3672
2716.246,97.2109,97.5045,95.3623
2717.21,97.206,97.5005,95.3577
2718.174,97.2011,97.4965,95.3533
2719.138,97.1965,97.4927,95.349
2720.103,97.1921,97.4892,95.3446
2721.067,97.1878,97.4858,95.34
2722.031,97.1832,97.4823,95.3355
2722.995,97.178,97.4786,95.3313
2723.96,97.1723,97.4745,95.3276
2724.924,97.1661,97.4701,95.3242
2725.888,97.1598,97.4655,95.321
2726.852,97.1537,97.4611,95.3176
2727.817,97.1479,97.4567,95.3137
2728.781,97.1424,97.4525,95.3091
2729.745,97.137,97.4483,95.304
2730.709,97.1316,97.444,95.2986
2731.674,97.126,97.4396,95.2934
2732.638,97.1204,97.4354,95.2883
2733.602,97.1149,97.4314,95.2835
2734.566,97.1097,97.4278,95.2786
2735.531,97.105,97.4246,95.2736
2736.495,97.1007,97.4217,95.2685
2737.459,97.0966,97.4189,95.2634
2738.423,97.0927,97.4163,95.2586
2739.387,97.0892,97.4138,95.2544
2740.352,97.0863,97.4116,95.2507
2741.316,97.0841,97.4098,95.2473
2742.28,97.0828,97.4085,95.2436
2743.244,97.0822,97.4076,95.2395
2744.208,97.0819,97.4068,95.2347
2745.173,97.0814,97.4059,95.2294
2746.137,97.0803,97.4044,95.224
2747.101,97.0784,97.4024,95.2189
2748.065,97.0758,97.3999,95.2144
2749.03,97.0728,97.3971,95.2105
2749.994,97.0696,97.3943,95.207
2750.958,97.0665,97.3916,95.2037
2751.922,97.0634,97.3889,95.2002
2752.887,97.0601,97.3863,95.1966
2753.851,97.0566,97.3834,95.1927
2754.815,97.0527,97.3804,95.1887
2755.779,97.0487,97.3774,95.1845
2756.744,97.0448,97.3743,95.18
2757.708,97.0411,97.3715,95.175
2758.672,97.0377,97.3688,95.1694
2759.636,97.0342,97.3661,95.1632
2760.601,97.0305,97.3632,95.1567
2761.565,97.0262,97.3598,95.1502
2762.529,97.0213,97.356,95.1441
2763.493,97.0159,97.3519,95.1386
2764.458,97.0104,97.3477,95.1335
2765.422,97.005,97.3435,95.1287
2766.386,96.9999,97.3395,95.1241
2767.35,96.9951,97.3356,95.1195
2768.314,96.9903,97.3317,95.1152
2769.279,96.9854,97.3278,95.1115
2770.243,96.9806,97.3239,95.1088
2771.207,96.976,97.3202,95.1071
2772.171,96.9719,97.3168,95.1065
2773.135,96.9685,97.3139,95.1065
2774.1,96.9656,97.3115,95.1067
2775.064,96.9631,97.3093,95.1068
2776.028,96.9603,97.3069,95.1066
2776.992,96.9568,97.3041,95.106
2777.957,96.9523,97.3006,95.1049
2778.921,96.9468,97.2964,95.1033
2779.885,96.9407,97.2919,95.101
2780.849,96.9344,97.2871,95.0981
2781.814,96.9282,97.2825,95.0943
2782.778,96.9223,97.278,95.0899
2783.742,96.9167,97.2737,95.0852
2784.706,96.9114,97.2697,95.0805
2785.671,96.9065,97.2658,95.0762
2786.635,96.9021,97.2621,95.0723
2787.599,96.8981,97.2588,95.0687
2788.563,96.8947,97.2558,95.0652
2789.528,96.8916,97.2531,95.0613
2790.492,96.8887,97.2506,95.0569
2791.456,96.8857,97.248,95.052
2792.42,96.8823,97.2453,95.0466
2793.385,96.8787,97.2423,95.0407
2794.349,96.875,97.2393,95.0345
2795.313,96.8716,97.2365,95.0279
2796.277,96.8687,97.234,95.0206
2797.241,96.8663,97.2318,95.0129
2798.206,96.8643,97.2298,95.0051
2799.17,96.8622,97.2277,94.9979
2800.134,96.8597,97.2253,94.9922
2801.098,96.8565,97.2223,94.9888
2802.063,96.8524,97.2187,94.988
2803.027,96.8478,97.2148,94.9897
2803.991,96.8426,97.2106,94.9934
2804.955,96.8372,97.2062,94.9983
2805.919,96.8314,97.2017,95.0034
2806.884,96.8251,97.197,95.008
2807.848,96.8183,97.1919,95.0117
2808.812,96.8109,97.1865,95.0141
2809.776,96.8032,97.1809,95.0153
2810.741,96.7954,97.1753,95.0151
2811.705,96.7876,97.1696,95.0136
2812.669,96.7799,97.1641,95.0109
2813.633,96.7723,97.1587,95.0072
2814.598,96.7646,97.1531,95.0027
2815.562,96.7569,97.1475,94.998
2816.526,96.7494,97.142,94.9933
2817.49,96.7425,97.1368,94.9889
2818.455,96.7366,97.1322,94.9848
2819.419,96.7323,97.1287,94.9808
2820.383,96.7296,97.1262,94.9768
2821.347,96.7283,97.1247,94.9727
2822.312,96.7279,97.1238,94.9684
2823.276,96.7279,97.1233,94.9641
2824.24,96.7278,97.1228,94.9599
2825.204,96.7275,97.1222,94.9559
2826.168,96.7268,97.1214,94.9521
2827.133,96.7258,97.1204,94.9482
2828.097,96.7243,97.1192,94.9442
2829.061,96.7224,97.1176,94.94
2830.025,96.7195,97.1154,94.9357
2830.99,96.7157,97.1125,94.9313
2831.954,96.7107,97.1087,94.9272
2832.918,96.7048,97.1043,94.9233
2833.882,96.6982,97.0993,94.9196
2834.846,96.6913,97.0941,94.9161
2835.811,96.6843,97.0888,94.9125
2836.775,96.6775,97.0837,94.909
2837.739,96.6709,97.0786,94.9057
2838.703,96.6643,97.0737,94.9028
2839.668,96.6577,97.0687,94.9007
2840.632,96.6512,97.0638,94.8994
2841.596,96.6446,97.0588,94.8989
2842.56,96.638,97.0539,94.8989
2843.525,96.6311,97.0488,94.8991
2844.489,96.6238,97.0435,94.8993
2845.453,96.616,97.0378,94.8992
2846.417,96.6076,97.0317,94.8987
2847.382,96.5987,97.0254,94.8977
2848.346,96.5899,97.0189,94.8959
