freq,B2-1,B2-2,C
1480.098,100.2254,100.2161,99.0908
1481.063,100.1969,100.198,99.0915
1482.027,100.1752,100.1838,99.0861
1482.991,100.1601,100.1732,99.0734
1483.955,100.153,100.167,99.0548
1484.92,100.1558,100.1668,99.0339
1485.884,100.1699,100.1737,99.0149
1486.848,100.1944,100.1873,99.0015
1487.812,100.2262,100.2058,98.9945
1488.776,100.26,100.2258,98.9917
1489.741,100.2892,100.243,98.9895
1490.705,100.3082,100.2542,98.9851
1491.669,100.3155,100.2587,98.9778
1492.633,100.3144,100.2585,98.9695
1493.598,100.31,100.2563,98.962
1494.562,100.3037,100.2522,98.9561
1495.526,100.2914,100.2426,98.9508
1496.49,100.2645,100.2215,98.9437
1497.455,100.2158,100.1844,98.933
1498.419,100.1447,100.1313,98.9188
1499.383,100.0584,100.068,98.9036
1500.347,99.9694,100.0032,98.89
1501.312,99.8898,99.9449,98.8799
1502.276,99.8267,99.8975,98.8724
1503.24,99.7794,99.8599,98.8645
1504.204,99.7397,99.8269,98.8514
1505.168,99.6997,99.7941,98.8293
1506.133,99.6632,99.7655,98.7986
1507.097,99.6484,99.7535,98.767
1508.061,99.669,99.767,98.7453
1509.025,99.7166,99.8001,98.7395
1509.99,99.7713,99.8394,98.7467
1510.954,99.821,99.8765,98.7579
1511.918,99.8662,99.9106,98.7643
1512.882,99.9128,99.9452,98.7599
1513.847,99.9661,99.9833,98.7432
1514.811,100.0278,100.0267,98.7165
1515.775,100.0969,100.0751,98.685
1516.739,100.1696,100.1269,98.6546
1517.703,100.2413,100.1791,98.6288
1518.668,100.3067,100.2281,98.6073
1519.632,100.3611,100.2697,98.5866
1520.596,100.4023,100.3011,98.5633
1521.56,100.4304,100.3211,98.5378
1522.525,100.4477,100.331,98.5154
1523.489,100.4567,100.3331,98.5033
1524.453,100.4597,100.3301,98.5052
1525.417,100.4585,100.3243,98.519
1526.382,100.4547,100.3175,98.5379
1527.346,100.4495,100.3108,98.554
1528.31,100.4445,100.3051,98.5612
1529.274,100.4409,100.3011,98.5579
1530.239,100.4401,100.2995,98.5466
1531.203,100.4432,100.3011,98.5323
1532.167,100.4506,100.3064,98.5196
1533.131,100.4622,100.3152,98.51
1534.095,100.4771,100.3271,98.5006
1535.06,100.4941,100.3408,98.4851
1536.024,100.5117,100.3544,98.4567
1536.988,100.527,100.3656,98.4112
1537.952,100.5361,100.3713,98.3501
1538.917,100.5356,100.3695,98.2819
1539.881,100.5265,100.3607,98.2197
1540.845,100.5141,100.3484,98.175
1541.809,100.5014,100.3343,98.1501
1542.774,100.4817,100.3152,98.1368
1543.738,100.4448,100.2854,98.1235
1544.702,100.3864,100.2428,98.1027
1545.666,100.3097,100.1894,98.073
1546.631,100.2179,100.1269,98.0357
1547.595,100.1076,100.0523,97.992
1548.559,99.967,99.9574,97.9409
1549.523,99.7796,99.831,97.88
1550.488,99.5311,99.6635,97.807
1551.452,99.2172,99.4522,97.7221
1552.416,98.8484,99.2042,97.6295
1553.38,98.452,98.9382,97.5381
1554.344,98.0729,98.6844,97.4599
1555.309,97.7753,98.4858,97.4084
1556.273,97.6438,98.3995,97.3954
1557.237,97.7669,98.4838,97.4257
1558.201,98.1781,98.76,97.4903
1559.166,98.7879,99.1683,97.5671
1560.13,99.4091,99.5849,97.6339
1561.094,99.8853,99.9063,97.6813
1562.058,100.1736,100.1026,97.711
1563.022,100.3154,100.1996,97.7271
1563.987,100.3737,100.2388,97.7301
1564.951,100.3985,100.2538,97.716
1565.915,100.4185,100.2646,97.6786
1566.879,100.4443,100.279,97.6134
1567.844,100.4747,100.2967,97.5208
1568.808,100.5024,100.3137,97.4062
1569.772,100.5206,100.3256,97.2755
1570.736,100.5269,100.3311,97.1287
1571.701,100.5239,100.3315,96.9567
1572.665,100.5171,100.33,96.7447
1573.629,100.511,100.3288,96.4833
1574.593,100.5076,100.3283,96.1823
1575.558,100.5053,100.3271,95.8804
1576.522,100.5012,100.3229,95.6389
1577.486,100.4927,100.3145,95.5194
1578.45,100.4799,100.3023,95.5561
1579.415,100.4653,100.2888,95.7444
1580.379,100.4525,100.2769,96.048
1581.343,100.4443,100.2685,96.4148
1582.307,100.441,100.2643,96.7909
1583.271,100.4411,100.2631,97.1297
1584.236,100.4423,100.2634,97.3978
1585.2,100.4431,100.264,97.578
1586.164,100.4429,100.2644,97.6679
1587.128,100.4422,100.2647,97.6744
1588.093,100.4413,100.2648,97.6075
1589.057,100.4395,100.2644,97.4749
1590.021,100.4358,100.2624,97.2824
1590.985,100.4284,100.2576,97.0377
1591.949,100.4168,100.2496,96.7558
1592.914,100.4015,100.2389,96.4616
1593.878,100.3842,100.2265,96.188
1594.842,100.367,100.2138,95.9696
1595.806,100.3503,100.2014,95.8356
1596.771,100.3335,100.1886,95.8034
1597.735,100.3142,100.1741,95.8756
1598.699,100.2898,100.1561,96.0405
1599.663,100.258,100.133,96.275
1600.628,100.2172,100.1039,96.5497
1601.592,100.1659,100.0676,96.8341
1602.556,100.1021,100.0229,97.1011
1603.52,100.0231,99.9678,97.3292
1604.485,99.9271,99.9012,97.5042
1605.449,99.8149,99.8237,97.6211
1606.413,99.6931,99.7397,97.6838
1607.377,99.5736,99.6578,97.7042
1608.342,99.4727,99.5891,97.697
1609.306,99.4066,99.5447,97.6746
1610.27,99.3879,99.5335,97.6427
1611.234,99.4231,99.5598,97.6001
1612.198,99.5112,99.6226,97.541
1613.163,99.6435,99.7157,97.4612
1614.127,99.8045,99.828,97.363
1615.091,99.9738,99.9454,97.2586
1616.055,100.1312,100.0536,97.167
1617.02,100.2612,100.1418,97.1059
1617.984,100.3572,100.2057,97.0816
1618.948,100.4212,100.247,97.0857
1619.912,100.4609,100.2709,97.0999
1620.876,100.4848,100.284,97.1047
1621.841,100.4997,100.2911,97.0884
1622.805,100.5096,100.2953,97.0499
1623.769,100.5162,100.2977,96.9964
1624.733,100.5199,100.2986,96.9366
1625.698,100.5206,100.2979,96.8744
1626.662,100.5183,100.2954,96.8051
1627.626,100.514,100.2917,96.719
1628.59,100.51,100.2884,96.6064
1629.555,100.51,100.2877,96.4625
1630.519,100.5174,100.2916,96.2862
1631.483,100.5339,100.3013,96.0742
1632.447,100.5576,100.3156,95.8131
1633.412,100.5828,100.3309,95.4732
1634.376,100.6022,100.3428,95.0115
1635.34,100.61,100.3476,94.3907
1636.304,100.6024,100.3428,93.6073
1637.269,100.578,100.3271,92.7007
1638.233,100.5382,100.3018,91.7245
1639.197,100.4904,100.2715,90.7048
1640.161,100.4458,100.2434,89.618
1641.125,100.4151,100.2242,88.3947
1642.09,100.4034,100.2168,86.937
1643.054,100.4092,100.2202,85.1464
1644.018,100.4254,100.2298,82.9649
1644.982,100.4437,100.2406,80.4278
1645.947,100.4592,100.2499,77.7021
1646.911,100.4735,100.259,75.0749
1647.875,100.4925,100.2719,72.8921
1648.839,100.5228,100.2926,71.4904
1649.803,100.5679,100.3231,71.161
1650.768,100.6253,100.361,72.1121
1651.732,100.6849,100.3993,74.3689
1652.696,100.7301,100.4272,77.6377
1653.66,100.7433,100.4337,81.3111
1654.625,100.7156,100.4135,84.7268
1655.589,100.6542,100.3712,87.4789
1656.553,100.5772,100.3185,89.5036
1657.517,100.5035,100.2677,90.9533
1658.482,100.4451,100.2271,92.0398
1659.446,100.4065,100.1999,92.9405
1660.41,100.3862,100.185,93.7657
1661.374,100.3798,100.1792,94.5563
1662.339,100.382,100.1791,95.3005
1663.303,100.3885,100.1815,95.9623
1664.267,100.397,100.1852,96.5117
1665.231,100.4065,100.1896,96.9449
1666.196,100.4168,100.1948,97.2838
1667.16,100.4272,100.2005,97.5615
1668.124,100.4368,100.2062,97.8044
1669.088,100.445,100.2112,98.0213
1670.052,100.4516,100.215,98.2039
1671.017,100.4568,100.2175,98.3384
1671.981,100.4588,100.2175,98.4204
1672.945,100.4536,100.2126,98.4618
1673.909,100.4364,100.2001,98.4844
1674.874,100.4042,100.1781,98.5073
1675.838,100.3584,100.1477,98.5372
1676.802,100.3044,100.1119,98.5675
1677.766,100.25,100.0761,98.584
1678.73,100.2032,100.0452,98.5731
1679.695,100.1696,100.0232,98.5284
1680.659,100.1511,100.0114,98.4526
1681.623,100.1461,100.0088,98.3573
1682.587,100.1501,100.0125,98.259
1683.552,100.1576,100.0184,98.1737
1684.516,100.1625,100.0223,98.1106
1685.48,100.1585,100.0199,98.0701
1686.444,100.1419,100.0088,98.0485
1687.409,100.1157,99.9909,98.0432
1688.373,100.0886,99.9724,98.0556
1689.337,100.0705,99.96,98.0878
1690.301,100.0679,99.9586,98.1398
1691.266,100.0835,99.9702,98.2067
1692.23,100.1164,99.9938,98.2791
1693.194,100.164,100.0274,98.3447
1694.158,100.2227,100.0678,98.392
1695.123,100.2892,100.112,98.4157
1696.087,100.361,100.1577,98.4202
1697.051,100.4355,100.2031,98.419
1698.015,100.5084,100.2453,98.4277
1698.979,100.5708,100.2795,98.4538
1699.944,100.6108,100.2993,98.4911
1700.908,100.6183,100.2994,98.5252
1701.872,100.5921,100.2793,98.5448
1702.836,100.5409,100.2443,98.5492
1703.801,100.4788,100.2028,98.5471
1704.765,100.4186,100.1625,98.5502
1705.729,100.3677,100.128,98.5666
1706.693,100.328,100.1005,98.5966
1707.657,100.2972,100.0791,98.6341
1708.622,100.273,100.0623,98.6694
1709.586,100.2544,100.0497,98.6948
1710.55,100.2427,100.042,98.7072
1711.514,100.2403,100.0407,98.7093
1712.479,100.2489,100.0467,98.7072
1713.443,100.2679,100.0595,98.7076
1714.407,100.2954,100.0776,98.7148
1715.371,100.3292,100.0993,98.7278
1716.336,100.3665,100.1227,98.7412
1717.3,100.4013,100.1441,98.7491
1718.264,100.4228,100.1571,98.7504
1719.228,100.4223,100.1567,98.7499
1720.193,100.3995,100.1428,98.754
1721.157,100.3625,100.1202,98.766
1722.121,100.3212,100.0952,98.7844
1723.085,100.2831,100.0722,98.8044
1724.05,100.2523,100.0537,98.8199
1725.014,100.2302,100.0407,98.8265
1725.978,100.2171,100.0332,98.8233
1726.942,100.213,100.0315,98.8131
1727.906,100.2177,100.0356,98.8006
1728.871,100.2308,100.0453,98.7903
1729.835,100.2511,100.06,98.784
1730.799,100.2766,100.0782,98.7794
1731.763,100.3051,100.0982,98.772
1732.728,100.3337,100.1177,98.7581
1733.692,100.3582,100.1338,98.7384
1734.656,100.3733,100.1429,98.7195
1735.62,100.3748,100.1425,98.7094
1736.584,100.3624,100.1324,98.7129
1737.549,100.3393,100.115,98.729
1738.513,100.3102,100.0937,98.7518
1739.477,100.2789,100.0711,98.7738
1740.441,100.2482,100.0493,98.7895
1741.406,100.2194,100.0292,98.7972
1742.37,100.1939,100.0117,98.7992
1743.334,100.1732,99.9976,98.8001
1744.298,100.1592,99.9879,98.8042
1745.263,100.1537,99.9838,98.8128
1746.227,100.1585,99.9863,98.8235
1747.191,100.1745,99.996,98.8319
1748.155,100.2011,100.0123,98.8345
1749.12,100.2349,100.033,98.8307
1750.084,100.269,100.0537,98.8243
1751.048,100.2953,100.0693,98.8209
1752.012,100.3076,100.0761,98.824
1752.977,100.305,100.0734,98.8336
1753.941,100.2916,100.0639,98.8455
1754.905,100.2737,100.0514,98.8547
1755.869,100.2574,100.04,98.8575
1756.833,100.2465,100.0321,98.8532
1757.798,100.2422,100.0287,98.8444
1758.762,100.2434,100.029,98.8356
1759.726,100.2478,100.0315,98.8308
1760.69,100.2523,100.0342,98.8315
1761.655,100.2545,100.0355,98.8358
1762.619,100.2537,100.035,98.8393
1763.583,100.2508,100.0331,98.8386
1764.547,100.2482,100.0315,98.8319
1765.511,100.2482,100.0315,98.8207
1766.476,100.2518,100.0338,98.8076
1767.44,100.2584,100.0382,98.7954
1768.404,100.2657,100.0432,98.7853
1769.368,100.2711,100.047,98.7762
1770.333,100.273,100.0485,98.7659
1771.297,100.2713,100.0474,98.7527
1772.261,100.2656,100.0432,98.7376
1773.225,100.2549,100.0352,98.7241
1774.19,100.2376,100.0225,98.716
1775.154,100.214,100.0057,98.7147
1776.118,100.1874,99.9868,98.7187
1777.082,100.162,99.9689,98.7239
1778.047,100.1422,99.9548,98.7258
1779.011,100.1302,99.946,98.7213
1779.975,100.1261,99.9424,98.71
1780.939,100.1279,99.9428,98.6942
1781.904,100.1323,99.9449,98.6777
1782.868,100.1356,99.9461,98.6639
1783.832,100.1354,99.9451,98.6537
1784.796,100.1313,99.9416,98.6456
1785.76,100.125,99.9368,98.6364
1786.725,100.1191,99.9323,98.6234
1787.689,100.1152,99.9295,98.606
1788.653,100.1132,99.9282,98.5857
1789.617,100.1113,99.9271,98.5663
1790.582,100.1062,99.9242,98.5518
1791.546,100.0954,99.9174,98.5445
1792.51,100.0774,99.9057,98.5437
1793.474,100.0526,99.8891,98.5467
1794.438,100.0234,99.8694,98.55
1795.403,99.9938,99.8491,98.5524
1796.367,99.9681,99.8311,98.5543
1797.331,99.9502,99.8178,98.5579
1798.295,99.9414,99.8104,98.5648
1799.26,99.9413,99.8086,98.5752
1800.224,99.9472,99.8107,98.5871
1801.188,99.9554,99.8147,98.5977
1802.152,99.9624,99.8184,98.6046
1803.117,99.9661,99.8205,98.607
1804.081,99.9662,99.8206,98.6063
1805.045,99.9639,99.8192,98.605
1806.009,99.9611,99.8173,98.6047
1806.974,99.9595,99.8159,98.6059
1807.938,99.9596,99.8151,98.6071
1808.902,99.9612,99.8151,98.6062
1809.866,99.9636,99.8155,98.6016
1810.831,99.9659,99.8158,98.5933
1811.795,99.9667,99.8153,98.5831
1812.759,99.965,99.8132,98.5736
1813.723,99.9599,99.809,98.5668
1814.688,99.9512,99.8025,98.5627
1815.652,99.9394,99.7941,98.5596
1816.616,99.9259,99.7845,98.5553
1817.58,99.9125,99.7751,98.548
1818.544,99.9012,99.7672,98.5374
1819.509,99.8939,99.7619,98.5252
1820.473,99.8918,99.7602,98.5137
1821.437,99.8955,99.7621,98.5049
1822.401,99.9042,99.7673,98.4994
1823.365,99.9166,99.7747,98.4959
1824.33,99.9308,99.7832,98.4922
1825.294,99.9448,99.7916,98.4865
1826.258,99.9577,99.7994,98.4789
1827.222,99.9686,99.8061,98.4712
1828.187,99.977,99.8111,98.4664
1829.151,99.9821,99.8141,98.4668
1830.115,99.9828,99.8143,98.4725
1831.079,99.9783,99.8113,98.4815
1832.044,99.9689,99.8054,98.4907
1833.008,99.956,99.7974,98.4975
1833.972,99.9418,99.7889,98.5012
1834.936,99.9292,99.7815,98.5025
1835.901,99.9207,99.7767,98.5033
1836.865,99.9182,99.7756,98.5049
1837.829,99.9229,99.7787,98.5076
1838.793,99.9347,99.7859,98.5098
1839.758,99.9524,99.7964,98.5096
1840.722,99.9739,99.8089,98.5053
1841.686,99.9959,99.8217,98.4966
1842.65,100.0152,99.8326,98.4852
1843.615,100.029,99.8402,98.4742
1844.579,100.0354,99.8434,98.4664
1845.543,100.0335,99.8415,98.4631
1846.507,100.0239,99.835,98.463
1847.471,100.0086,99.8251,98.4637
1848.436,99.9906,99.8136,98.4632
1849.4,99.9734,99.8026,98.4606
1850.364,99.9594,99.7936,98.4568
1851.328,99.9499,99.7875,98.4535
1852.292,99.9445,99.7838,98.452
1853.257,99.9419,99.7817,98.4527
1854.221,99.9406,99.7803,98.4547
1855.185,99.9393,99.7789,98.4566
1856.149,99.9376,99.7773,98.4569
1857.114,99.9356,99.7756,98.4554
1858.078,99.9336,99.7739,98.4531
1859.042,99.9315,99.7722,98.4515
1860.006,99.9291,99.7703,98.4515
1860.971,99.9262,99.7678,98.4531
1861.935,99.9228,99.7648,98.4547
1862.899,99.9195,99.7615,98.4543
1863.863,99.9174,99.7587,98.45
1864.828,99.9175,99.7573,98.4417
1865.792,99.9212,99.758,98.4306
1866.756,99.929,99.7612,98.4196
1867.72,99.9406,99.7669,98.4115
1868.685,99.9542,99.7739,98.408
1869.649,99.9662,99.7801,98.4086
1870.613,99.9728,99.7834,98.4113
1871.577,99.9717,99.7824,98.4138
1872.542,99.9635,99.7773,98.4151
1873.506,99.9512,99.7701,98.415
1874.47,99.9382,99.7624,98.4146
1875.434,99.9272,99.7558,98.4147
1876.398,99.919,99.7507,98.4154
1877.363,99.9131,99.7467,98.416
1878.327,99.9084,99.7432,98.4151
1879.291,99.9037,99.7396,98.4117
1880.255,99.8989,99.7358,98.4058
1881.219,99.8942,99.7319,98.3982
1882.184,99.8902,99.7285,98.3905
1883.148,99.8875,99.7257,98.384
1884.112,99.8862,99.7235,98.3789
1885.076,99.886,99.7218,98.3745
1886.041,99.8862,99.7204,98.3692
1887.005,99.8864,99.719,98.3621
1887.969,99.8862,99.7176,98.3529
1888.933,99.8853,99.7161,98.3426
1889.898,99.8834,99.7143,98.3328
1890.862,99.8803,99.712,98.3249
1891.826,99.8756,99.709,98.3191
1892.79,99.8694,99.7052,98.3144
1893.755,99.8623,99.7007,98.3093
1894.719,99.8552,99.6961,98.3025
1895.683,99.849,99.6919,98.2937
1896.647,99.8444,99.6886,98.2835
1897.612,99.8414,99.6861,98.2733
1898.576,99.8393,99.684,98.2642
1899.54,99.8368,99.6817,98.2562
1900.504,99.8329,99.6783,98.2487
1901.469,99.8269,99.6737,98.2402
1902.433,99.8192,99.668,98.23
1903.397,99.8105,99.6618,98.2177
1904.361,99.8021,99.6556,98.2044
1905.325,99.7948,99.6501,98.1916
1906.29,99.7889,99.6453,98.1803
1907.254,99.7843,99.6412,98.1709
1908.218,99.7805,99.6377,98.1625
1909.182,99.7774,99.6345,98.1536
1910.146,99.775,99.6319,98.1425
1911.111,99.774,99.6301,98.1287
1912.075,99.7748,99.6295,98.1125
1913.039,99.7778,99.6301,98.095
1914.003,99.7822,99.6316,98.0771
1914.968,99.7867,99.6331,98.0596
1915.932,99.7894,99.6334,98.0423
1916.896,99.7884,99.6315,98.0253
1917.86,99.783,99.6271,98.0085
1918.825,99.7734,99.6204,97.9931
1919.789,99.7609,99.6121,97.9806
1920.753,99.747,99.6031,97.9724
1921.717,99.7332,99.594,97.9693
1922.682,99.7198,99.585,97.9708
1923.646,99.7066,99.576,97.9749
1924.61,99.6929,99.5665,97.9793
1925.574,99.6779,99.5561,97.982
1926.539,99.6606,99.5443,97.9819
1927.503,99.64,99.5304,97.9793
1928.467,99.6148,99.5135,97.9747
1929.431,99.5831,99.4924,97.9691
1930.396,99.5433,99.4656,97.9625
1931.36,99.4937,99.4323,97.9547
1932.324,99.4345,99.3927,97.9448
1933.288,99.3677,99.3481,97.9325
1934.252,99.2978,99.3018,97.918
1935.217,99.2312,99.2581,97.9022
1936.181,99.1752,99.2217,97.886
1937.145,99.1367,99.197,97.8701
1938.109,99.1208,99.1874,97.8545
1939.073,99.1302,99.1944,97.8383
1940.038,99.1641,99.2175,97.8209
1941.002,99.2189,99.2542,97.8024
1941.966,99.2877,99.2999,97.7841
1942.93,99.3623,99.349,97.7683
1943.895,99.434,99.3959,97.7577
1944.859,99.4963,99.4364,97.7542
1945.823,99.5459,99.4681,97.758
1946.787,99.5824,99.4909,97.768
1947.752,99.6077,99.5062,97.7821
1948.716,99.6247,99.516,97.7985
1949.68,99.6363,99.5223,97.8161
1950.644,99.6441,99.5262,97.8345
1951.609,99.6492,99.5286,97.854
1952.573,99.652,99.5296,97.8746
1953.537,99.6526,99.5292,97.8956
1954.501,99.6516,99.5279,97.9157
1955.466,99.6494,99.5257,97.9332
1956.43,99.6468,99.5233,97.9469
1957.394,99.6442,99.5209,97.9566
1958.358,99.6417,99.5185,97.9629
1959.323,99.6387,99.5159,97.9672
1960.287,99.6347,99.5127,97.9708
1961.251,99.6294,99.5087,97.9742
1962.215,99.6227,99.5038,97.9772
1963.179,99.6154,99.4985,97.9787
1964.144,99.6084,99.4934,97.9781
1965.108,99.6028,99.4892,97.9753
1966.072,99.5991,99.4861,97.9708
1967.036,99.597,99.484,97.9658
1968,99.5959,99.4824,97.9613
1968.965,99.5945,99.4805,97.9574
1969.929,99.592,99.4779,97.9537
1970.893,99.5881,99.4745,97.949
1971.857,99.5831,99.4705,97.9428
1972.822,99.5776,99.4663,97.9349
1973.786,99.572,99.4622,97.9262
1974.75,99.5666,99.4582,97.918
1975.714,99.5611,99.4542,97.9116
1976.679,99.5552,99.4498,97.9074
1977.643,99.5485,99.4447,97.9053
1978.607,99.5411,99.4391,97.9043
1979.571,99.5333,99.4332,97.9039
1980.536,99.5254,99.4273,97.9038
1981.5,99.5179,99.4217,97.9046
1982.464,99.5106,99.4164,97.9069
1983.428,99.5036,99.4113,97.9112
1984.393,99.4967,99.4063,97.9176
1985.357,99.4899,99.4014,97.9249
1986.321,99.4838,99.3969,97.9317
1987.285,99.4792,99.3934,97.9368
1988.25,99.4768,99.3914,97.9396
1989.214,99.4769,99.3909,97.9402
1990.178,99.4792,99.3919,97.9394
1991.142,99.4829,99.3938,97.938
1992.106,99.4866,99.3957,97.9363
1993.071,99.4896,99.397,97.934
1994.035,99.491,99.3975,97.9304
1994.999,99.4912,99.3973,97.925
1995.963,99.4906,99.3968,97.9179
1996.927,99.4901,99.3964,97.9101
1997.892,99.4899,99.3962,97.9027
1998.856,99.4901,99.3961,97.8969
1999.82,99.4901,99.3958,97.8932
2000.784,99.4897,99.3951,97.8914
2001.749,99.4885,99.3939,97.8911
2002.713,99.4871,99.3924,97.8917
2003.677,99.4857,99.391,97.893
2004.641,99.4847,99.3899,97.8956
2005.606,99.4842,99.3892,97.9
2006.57,99.4838,99.3884,97.9063
2007.534,99.4831,99.3874,97.9143
2008.498,99.4816,99.3859,97.9225
2009.463,99.4791,99.3837,97.9297
2010.427,99.4761,99.3814,97.9347
2011.391,99.4731,99.3791,97.937
2012.355,99.4704,99.3772,97.9372
2013.32,99.4683,99.3758,97.9363
2014.284,99.4666,99.3746,97.9354
2015.248,99.465,99.3733,97.9349
2016.212,99.4633,99.3718,97.9347
2017.177,99.4617,99.37,97.9342
2018.141,99.4603,99.3684,97.9326
2019.105,99.4595,99.367,97.9299
2020.069,99.4593,99.3659,97.9263
2021.033,99.4595,99.3651,97.9227
2021.998,99.4594,99.3641,97.9198
2022.962,99.4586,99.3627,97.9177
2023.926,99.4568,99.3606,97.9161
2024.89,99.4543,99.3581,97.9142
2025.854,99.4515,99.3554,97.9114
2026.819,99.4493,99.3533,97.9076
2027.783,99.448,99.3518,97.9031
2028.747,99.4476,99.351,97.8988
2029.711,99.4476,99.3503,97.8953
2030.676,99.4473,99.3493,97.8927
2031.64,99.4462,99.3477,97.8907
2032.604,99.4442,99.3455,97.8883
2033.568,99.4416,99.3429,97.8851
2034.533,99.439,99.3403,97.8808
2035.497,99.4366,99.3381,97.8759
2036.461,99.4344,99.3361,97.871
2037.425,99.432,99.3342,97.8668
2038.39,99.429,99.3318,97.8635
2039.354,99.425,99.3289,97.8606
2040.318,99.4204,99.3256,97.8574
2041.282,99.4159,99.3222,97.8535
2042.247,99.4121,99.3193,97.8488
2043.211,99.4094,99.317,97.8438
2044.175,99.4077,99.3154,97.8391
2045.139,99.4062,99.3137,97.8355
2046.104,99.4042,99.3117,97.8329
2047.068,99.4011,99.3089,97.831
2048.032,99.397,99.3054,97.829
2048.996,99.3924,99.3016,97.8262
2049.96,99.3882,99.2981,97.8224
2050.925,99.3849,99.2955,97.818
2051.889,99.3827,99.2935,97.8136
2052.853,99.3811,99.292,97.8099
2053.817,99.3792,99.2903,97.8068
2054.781,99.3767,99.2882,97.8041
2055.746,99.3733,99.2854,97.8011
2056.71,99.3696,99.2823,97.7973
2057.674,99.366,99.2794,97.7927
2058.638,99.3632,99.2768,97.7875
2059.603,99.361,99.2747,97.7825
2060.567,99.3591,99.2727,97.7783
2061.531,99.3569,99.2704,97.775
2062.495,99.3541,99.2677,97.7723
2063.46,99.3508,99.2647,97.7694
2064.424,99.3479,99.262,97.7658
2065.388,99.346,99.2601,97.7616
2066.352,99.3454,99.2591,97.757
2067.317,99.3459,99.2589,97.7528
2068.281,99.3465,99.2587,97.7492
2069.245,99.3461,99.2579,97.7466
2070.209,99.3441,99.2559,97.7444
2071.174,99.3405,99.2528,97.7419
2072.138,99.3358,99.2491,97.7387
2073.102,99.3312,99.2454,97.7346
2074.066,99.3274,99.2423,97.73
2075.031,99.3246,99.2398,97.7257
2075.995,99.3221,99.2376,97.722
2076.959,99.3191,99.2349,97.7191
2077.923,99.3151,99.2314,97.7166
2078.887,99.3098,99.2271,97.7139
2079.852,99.3038,99.2223,97.7106
2080.816,99.2981,99.2178,97.7065
2081.78,99.2932,99.2139,97.7021
2082.744,99.2892,99.2106,97.6981
2083.708,99.2856,99.2076,97.6947
2084.673,99.2816,99.2045,97.692
2085.637,99.2767,99.2007,97.6897
2086.601,99.2709,99.1964,97.687
2087.565,99.265,99.1921,97.6835
2088.53,99.26,99.1884,97.6793
2089.494,99.2563,99.1857,97.6746
2090.458,99.2542,99.184,97.6703
2091.422,99.2528,99.1826,97.6668
2092.387,99.2512,99.1809,97.6643
2093.351,99.2484,99.1784,97.6623
2094.315,99.2445,99.175,97.6602
2095.279,99.2401,99.1713,97.6575
2096.244,99.2362,99.1678,97.6541
2097.208,99.2335,99.1651,97.6503
2098.172,99.2321,99.1633,97.6466
2099.136,99.2317,99.162,97.6435
2100.101,99.2304,99.1601,97.6409
2101.065,99.2276,99.1572,97.6385
2102.029,99.2233,99.1536,97.6358
2102.993,99.2183,99.1497,97.6322
2103.958,99.2138,99.1463,97.6278
2104.922,99.2107,99.1439,97.623
2105.886,99.2088,99.1424,97.6183
2106.85,99.2073,99.1411,97.6142
2107.814,99.2051,99.1391,97.6109
2108.779,99.2012,99.1358,97.608
2109.743,99.1957,99.1315,97.605
2110.707,99.1894,99.1266,97.6015
2111.671,99.1837,99.1224,97.5973
2112.635,99.1795,99.1192,97.5927
2113.6,99.177,99.1172,97.5883
2114.564,99.1754,99.1158,97.5845
2115.528,99.1736,99.114,97.5813
2116.492,99.1707,99.1112,97.5785
2117.457,99.1665,99.1076,97.5756
2118.421,99.162,99.1036,97.5721
2119.385,99.1581,99.1002,97.568
2120.349,99.1556,99.0977,97.5636
2121.314,99.1546,99.0963,97.5593
2122.278,99.1539,99.0951,97.5556
2123.242,99.1524,99.0933,97.5523
2124.206,99.1491,99.0903,97.5494
2125.171,99.144,99.0861,97.5463
2126.135,99.138,99.0813,97.5426
2127.099,99.1324,99.0768,97.5384
2128.063,99.128,99.0733,97.5338
2129.028,99.1248,99.0706,97.5294
2129.992,99.1217,99.0679,97.5254
2130.956,99.1174,99.0645,97.5219
2131.92,99.1109,99.0596,97.5186
2132.885,99.1024,99.0533,97.515
2133.849,99.093,99.0466,97.5108
2134.813,99.0845,99.0405,97.5059
2135.777,99.0781,99.0358,97.5008
2136.741,99.074,99.0326,97.4958
2137.706,99.0713,99.0302,97.4913
2138.67,99.0685,99.0275,97.4874
2139.634,99.0643,99.0238,97.4838
2140.598,99.0585,99.019,97.4801
2141.563,99.052,99.0138,97.4761
2142.527,99.0462,99.0093,97.4716
2143.491,99.0422,99.006,97.4669
2144.455,99.0398,99.004,97.4624
2145.419,99.0383,99.0025,97.4585
2146.384,99.0359,99.0003,97.455
2147.348,99.0318,98.9968,97.4518
2148.312,99.0257,98.992,97.4484
2149.276,99.0189,98.9866,97.4447
2150.241,99.013,98.982,97.4406
2151.205,99.0092,98.9789,97.4365
2152.169,99.0078,98.9774,97.4325
2153.133,99.0076,98.9767,97.429
2154.098,99.0068,98.9755,97.4259
2155.062,99.004,98.973,97.4229
2156.026,98.9992,98.9691,97.4196
2156.99,98.9932,98.9646,97.4158
2157.955,98.9879,98.9606,97.4115
2158.919,98.9845,98.9579,97.4069
2159.883,98.9831,98.9566,97.4023
2160.847,98.9824,98.9557,97.3981
2161.812,98.9808,98.954,97.3943
2162.776,98.9767,98.9504,97.3906
2163.74,98.9699,98.9449,97.3868
