freq,B,4-1,1-1,1-4,C
1254.468,95.7801,96.2693,89.8013,97.8128,99.0068
1255.432,95.7469,96.2264,89.7297,97.7719,98.9712
1256.396,95.7082,96.1728,89.6511,97.7319,98.9391
1257.36,95.6549,96.1007,89.5613,97.6892,98.909
1258.325,95.5768,96.0015,89.456,97.6398,98.8796
1259.289,95.4633,95.8662,89.331,97.5804,98.8508
1260.253,95.3053,95.6861,89.1836,97.5089,98.8238
1261.217,95.0957,95.4529,89.0118,97.4237,98.7999
1262.182,94.8307,95.1597,88.8155,97.3243,98.7798
1263.146,94.5097,94.8022,88.5954,97.2096,98.7624
1264.11,94.1358,94.3805,88.3541,97.0793,98.7452
1265.074,93.7173,93.902,88.0965,96.9336,98.7243
1266.039,93.2696,93.3837,87.8306,96.7751,98.6963
1267.003,92.8173,92.8536,87.5685,96.6093,98.6586
1267.967,92.3959,92.35,87.3262,96.4445,98.6095
1268.931,92.0493,91.9176,87.1221,96.2909,98.5479
1269.896,91.8248,91.6011,86.9745,96.1592,98.4722
1270.86,91.7638,91.4364,86.8978,96.0577,98.3806
1271.824,91.8921,91.4431,86.8999,95.9916,98.2719
1272.788,92.2116,91.6206,86.9801,95.9612,98.1461
1273.752,92.6987,91.9484,87.1302,95.963,98.0061
1274.717,93.3078,92.3918,87.3358,95.99,97.8575
1275.681,93.9804,92.9093,87.5803,96.0341,97.7082
1276.645,94.6559,93.4602,87.8471,96.0862,97.5661
1277.609,95.2818,94.0098,88.1218,96.1387,97.4377
1278.574,95.8206,94.5318,88.3931,96.1854,97.3266
1279.538,96.2528,95.0079,88.6523,96.2221,97.2328
1280.502,96.5757,95.4265,88.893,96.2477,97.1537
1281.466,96.7993,95.7807,89.1102,96.2623,97.0845
1282.431,96.9409,96.0672,89.3,96.2671,97.0191
1283.395,97.02,96.2854,89.4588,96.2625,96.9504
1284.359,97.0546,96.4382,89.584,96.2467,96.8704
1285.323,97.0591,96.5312,89.6742,96.2165,96.7717
1286.287,97.0438,96.5732,89.7302,96.1686,96.65
1287.252,97.0151,96.5751,89.7567,96.1029,96.5076
1288.216,96.9764,96.5488,89.7625,96.026,96.3565
1289.18,96.9289,96.5064,89.7605,95.9523,96.2197
1290.144,96.8732,96.4593,89.766,95.9039,96.1284
1291.109,96.8101,96.4168,89.793,95.9049,96.1151
1292.073,96.7413,96.3866,89.8513,95.9759,96.2056
1293.037,96.6696,96.3729,89.9424,96.1265,96.41
1294.001,96.5979,96.3761,90.0591,96.3515,96.7187
1294.966,96.5281,96.3922,90.1858,96.6304,97.1025
1295.93,96.4603,96.413,90.3024,96.9318,97.5191
1296.894,96.3918,96.4279,90.3897,97.2211,97.9234
1297.858,96.3187,96.4261,90.4332,97.4683,98.2774
1298.823,96.2369,96.4002,90.4265,97.6546,98.5575
1299.787,96.1443,96.348,90.3714,97.774,98.7565
1300.751,96.0417,96.2734,90.2753,97.8314,98.8804
1301.715,95.9334,96.1848,90.1478,97.8377,98.9418
1302.679,95.8264,96.093,89.9982,97.8048,98.9543
1303.644,95.7283,96.008,89.834,97.7422,98.9281
1304.608,95.6459,95.9366,89.6614,97.6562,98.8699
1305.572,95.5839,95.882,89.4877,97.5516,98.7853
1306.536,95.5444,95.8438,89.3217,97.4339,98.6804
1307.501,95.5268,95.8193,89.1743,97.311,98.5642
1308.465,95.5273,95.8037,89.056,97.1924,98.4472
1309.429,95.5397,95.7914,88.9739,97.0875,98.3395
1310.393,95.5545,95.7748,88.9284,97.0025,98.2472
1311.358,95.5604,95.7448,88.9125,96.9384,98.1718
1312.322,95.5455,95.6914,88.9133,96.8912,98.11
1313.286,95.4993,95.6049,88.916,96.8535,98.0568
1314.25,95.4149,95.478,88.9089,96.8181,98.0086
1315.214,95.2906,95.3073,88.8864,96.7809,97.9668
1316.179,95.1294,95.0934,88.8504,96.7432,97.9378
1317.143,94.9372,94.8391,88.8083,96.7107,97.9321
1318.107,94.7197,94.5476,88.7679,96.691,97.9609
1319.071,94.48,94.2187,88.7336,96.6906,98.0314
1320.036,94.2173,93.8482,88.7038,96.7112,98.1451
1321,93.9274,93.4279,88.6704,96.7488,98.2955
1321.964,93.6046,92.9482,88.6218,96.7941,98.4704
1322.928,93.2432,92.4016,88.547,96.8351,98.6539
1323.893,92.839,91.785,88.438,96.8587,98.83
1324.857,92.3884,91.1028,88.2923,96.8545,98.9852
1325.821,91.8877,90.367,88.1129,96.8152,99.1107
1326.785,91.3338,89.5981,87.9068,96.7391,99.2032
1327.75,90.7254,88.8239,87.6846,96.6293,99.265
1328.714,90.0665,88.0782,87.4581,96.4945,99.3025
1329.678,89.3698,87.3973,87.24,96.347,99.3241
1330.642,88.6582,86.8153,87.0418,96.2013,99.3377
1331.606,87.9633,86.3594,86.8732,96.0718,99.3487
1332.571,87.3212,86.0461,86.7411,95.9701,99.3592
1333.535,86.7665,85.8787,86.6486,95.9037,99.3684
1334.499,86.3268,85.8471,86.5955,95.875,99.3738
1335.463,86.0184,85.9296,86.5781,95.8808,99.3735
1336.428,85.8428,86.0946,86.5898,95.913,99.3672
1337.392,85.7862,86.3039,86.6219,95.959,99.3571
1338.356,85.8199,86.5162,86.6639,96.0039,99.3465
1339.32,85.9047,86.6911,86.7042,96.0329,99.3387
1340.285,85.9972,86.7924,86.7315,96.0344,99.3348
1341.249,86.057,86.7896,86.7349,96.0011,99.3337
1342.213,86.0506,86.6571,86.7052,95.9299,99.3329
1343.177,85.9528,86.3732,86.6348,95.8198,99.3298
1344.141,85.7454,85.9208,86.5189,95.6704,99.3236
1345.106,85.4171,85.2912,86.3556,95.4807,99.3152
1346.07,84.9649,84.4895,86.1472,95.25,99.3064
1347.034,84.3975,83.54,85.9007,94.9792,99.2988
1347.998,83.7374,82.4876,85.6279,94.6725,99.2929
1348.963,83.0223,81.3938,85.3441,94.3391,99.2877
1349.927,82.301,80.3272,85.0661,93.9936,99.281
1350.891,81.627,79.3509,84.8095,93.6544,99.2713
1351.855,81.0508,78.5134,84.5871,93.3415,99.2581
1352.82,80.6128,77.8443,84.4079,93.0739,99.2428
1353.784,80.3393,77.3561,84.2769,92.867,99.2275
1354.748,80.2421,77.0503,84.1962,92.7309,99.2139
1355.712,80.3204,76.9238,84.1662,92.6703,99.202
1356.677,80.5655,76.9753,84.1869,92.6855,99.1898
1357.641,80.967,77.2082,84.2602,92.7742,99.1743
1358.605,81.5167,77.6321,84.3908,92.9334,99.1526
1359.569,82.2095,78.2582,84.5859,93.1594,99.1238
1360.533,83.038,79.0912,84.8522,93.4462,99.0894
1361.498,83.9838,80.1156,85.1903,93.7821,99.0533
1362.462,85.0072,81.2859,85.5888,94.1471,99.0197
1363.426,86.0474,82.5248,86.022,94.5143,98.9919
1364.39,87.0325,83.7374,86.4549,94.8555,98.9702
1365.355,87.899,84.8348,86.8531,95.1486,98.9529
1366.319,88.6087,85.7547,87.1936,95.3838,98.9375
1367.283,89.1559,86.4717,87.4702,95.5642,98.9223
1368.247,89.565,86.9961,87.6932,95.7034,98.9067
1369.212,89.8816,87.3671,87.8855,95.82,98.8913
1370.176,90.1594,87.6443,88.0745,95.9328,98.8761
1371.14,90.4459,87.8967,88.2844,96.0553,98.8605
1372.104,90.767,88.1891,88.5272,96.1919,98.8419
1373.068,91.1162,88.5652,88.7979,96.3358,98.8176
1374.033,91.4553,89.0343,89.0745,96.4714,98.7857
1374.997,91.7295,89.568,89.3268,96.5803,98.7471
1375.961,91.8919,90.1114,89.5284,96.6483,98.7055
1376.925,91.9266,90.6035,89.6667,96.6715,98.6661
1377.89,91.857,90.9975,89.7465,96.6573,98.633
1378.854,91.74,91.2733,89.7864,96.622,98.608
1379.818,91.6459,91.437,89.8099,96.5851,98.5894
1380.782,91.6363,91.512,89.836,96.5635,98.5736
1381.747,91.745,91.5242,89.8726,96.567,98.5562
1382.711,91.9679,91.4888,89.9137,96.5952,98.5343
1383.675,92.2629,91.4029,89.9408,96.6367,98.507
1384.639,92.5586,91.2445,89.9288,96.6714,98.4751
1385.604,92.7742,90.9823,89.8544,96.6758,98.4398
1386.568,92.8433,90.5906,89.7051,96.6305,98.4013
1387.532,92.7348,90.0645,89.4843,96.527,98.3577
1388.496,92.4574,89.4243,89.2094,96.3709,98.3055
1389.46,92.0459,88.7096,88.9039,96.1777,98.2407
1390.425,91.5391,87.9654,88.5883,95.9655,98.1602
1391.389,90.9633,87.2328,88.2759,95.7479,98.0614
1392.353,90.3299,86.5472,87.9737,95.5298,97.9413
1393.317,89.6462,85.9435,87.6876,95.3076,97.7941
1394.282,88.9346,85.4608,87.428,95.0724,97.6104
1395.246,88.2483,85.1432,87.2121,94.8156,97.3775
1396.21,87.673,85.0314,87.0632,94.5357,97.0844
1397.174,87.307,85.15,87.0033,94.2433,96.7281
1398.139,87.2295,85.4984,87.0464,93.961,96.3194
1399.103,87.4753,86.0532,87.196,93.7183,95.8842
1400.067,88.0296,86.7769,87.4465,93.5459,95.4614
1401.031,88.8384,87.627,87.7876,93.4706,95.0975
1401.995,89.8229,88.5602,88.206,93.5124,94.8405
1402.96,90.8939,89.5339,88.6861,93.6818,94.7323
1403.924,91.9632,90.5069,89.2089,93.9775,94.8001
1404.888,92.956,91.4429,89.7527,94.3847,95.0485
1405.852,93.8217,92.3145,90.2943,94.8765,95.4561
1406.817,94.5386,93.1064,90.8123,95.4177,95.9792
1407.781,95.1129,93.8145,91.2893,95.9706,96.5605
1408.745,95.5694,94.4423,91.7136,96.5013,97.1412
1409.709,95.9413,94.9961,92.0793,96.9843,97.6721
1410.674,96.2602,95.4819,92.3857,97.4057,98.1205
1411.638,96.5513,95.905,92.6365,97.7638,98.4722
1412.602,96.8318,96.2712,92.8385,98.0665,98.7298
1413.566,97.1116,96.5881,93.0003,98.3277,98.9072
1414.531,97.3953,96.8654,93.1306,98.5615,99.0238
1415.495,97.6824,97.1138,93.2365,98.7769,99.0993
1416.459,97.967,97.3419,93.323,98.9744,99.1497
1417.423,98.2378,97.5542,93.3921,99.1446,99.1857
1418.387,98.4794,97.7493,93.4445,99.2726,99.2125
1419.352,98.6784,97.9222,93.4803,99.3457,99.2317
1420.316,98.829,98.0685,93.5016,99.3626,99.2442
1421.28,98.9353,98.1881,93.5119,99.335,99.2519
1422.244,99.0084,98.2854,93.5151,99.2823,99.2574
1423.209,99.0599,98.3666,93.5134,99.2238,99.263
1424.173,99.0983,98.4362,93.507,99.1721,99.2692
1425.137,99.1274,98.4954,93.4942,99.1322,99.2742
1426.101,99.1481,98.5425,93.4729,99.103,99.2753
1427.066,99.1601,98.5749,93.4418,99.0812,99.2699
1428.03,99.1638,98.5908,93.401,99.064,99.2571
1428.994,99.161,98.5908,93.3525,99.0516,99.238
1429.958,99.1544,98.5778,93.2989,99.046,99.2152
1430.922,99.1461,98.5558,93.2419,99.0492,99.1911
1431.887,99.1367,98.5278,93.1817,99.0597,99.1659
1432.851,99.1247,98.4948,93.1169,99.071,99.1375
1433.815,99.1079,98.4565,93.0451,99.0715,99.1016
1434.779,99.085,98.412,92.9646,99.0472,99.0532
1435.744,99.0568,98.3616,92.8751,98.9861,98.9885
1436.708,99.0265,98.3071,92.7782,98.8823,98.9052
1437.672,98.9978,98.2504,92.6754,98.7374,98.8012
1438.636,98.973,98.1917,92.5666,98.5583,98.6728
1439.601,98.9517,98.128,92.4499,98.3532,98.5143
1440.565,98.9311,98.0544,92.3223,98.1296,98.3194
1441.529,98.9082,97.9664,92.1827,97.8944,98.0852
1442.493,98.8808,97.8627,92.0344,97.6569,97.8173
1443.458,98.8489,97.7471,91.8869,97.4315,97.5332
1444.422,98.8145,97.6301,91.7564,97.2396,97.2651
1445.386,98.7806,97.5273,91.6639,97.108,97.057
1446.35,98.7503,97.4554,91.6295,97.0635,96.9543
1447.314,98.7252,97.4264,91.6646,97.1233,96.9879
1448.279,98.7047,97.4416,91.7654,97.2865,97.1594
1449.243,98.6862,97.4906,91.9133,97.534,97.4386
1450.207,98.667,97.5557,92.0814,97.8367,97.7756
1451.171,98.6453,97.6191,92.2443,98.1664,98.119
1452.136,98.6213,97.6683,92.3837,98.5014,98.43
1453.1,98.5964,97.6981,92.4902,98.8257,98.6867
1454.064,98.5732,97.7113,92.5622,99.1241,98.8823
1455.028,98.5547,97.717,92.6041,99.3762,99.0208
1455.993,98.5432,97.7274,92.6243,99.556,99.1124
1456.957,98.5392,97.7526,92.6328,99.6405,99.1699
1457.921,98.5411,97.7948,92.638,99.6257,99.2044
1458.885,98.5465,97.8483,92.6435,99.5336,99.2235
1459.849,98.5531,97.9047,92.6493,99.4016,99.2319
1460.814,98.5594,97.9582,92.6538,99.2652,99.2337
1461.778,98.5641,98.0065,92.6555,99.148,99.2322
1462.742,98.5657,98.0493,92.6536,99.06,99.2306
1463.706,98.5626,98.086,92.648,99.0017,99.2302
1464.671,98.5533,98.1148,92.638,98.9681,99.2305
1465.635,98.5379,98.1326,92.6235,98.9539,99.2289
1466.599,98.5183,98.137,92.604,98.9567,99.2225
1467.563,98.4972,98.1265,92.5799,98.9781,99.2095
1468.528,98.478,98.1022,92.5519,99.022,99.1905
1469.492,98.463,98.0665,92.5213,99.0902,99.1681
1470.456,98.4529,98.0238,92.4898,99.1773,99.146
1471.42,98.4466,97.979,92.4596,99.267,99.1276
1472.385,98.4417,97.9381,92.4331,99.3333,99.1144
1473.349,98.4353,97.9069,92.4123,99.3486,99.1055
1474.313,98.4262,97.8896,92.3981,99.2985,99.0987
1475.277,98.4144,97.8869,92.3899,99.1919,99.0923
1476.241,98.4012,97.8968,92.3862,99.0553,99.0866
1477.206,98.3872,97.9158,92.385,98.9185,99.0834
1478.17,98.3721,97.9402,92.3847,98.8028,99.0838
1479.134,98.3549,97.9667,92.384,98.7182,99.087
1480.098,98.3352,97.9922,92.3818,98.6657,99.0908
1481.063,98.3135,98.0146,92.3772,98.6415,99.0915
1482.027,98.2919,98.0327,92.3696,98.642,99.0861
1482.991,98.2735,98.0473,92.3594,98.6659,99.0734
1483.955,98.2616,98.0607,92.3472,98.7141,99.0548
1484.92,98.2584,98.0766,92.3341,98.7877,99.0339
1485.884,98.264,98.0989,92.3214,98.8832,99.0149
1486.848,98.2762,98.1299,92.3098,98.9892,99.0015
1487.812,98.2905,98.1691,92.2996,99.0857,98.9945
1488.776,98.3017,98.2123,92.2903,99.1499,98.9917
1489.741,98.3063,98.2526,92.2806,99.1683,98.9895
1490.705,98.3031,98.2836,92.2688,99.1452,98.9851
1491.669,98.2933,98.3008,92.2532,99.1002,98.9778
1492.633,98.2778,98.3018,92.2315,99.0572,98.9695
1493.598,98.2556,98.2841,92.2013,99.0314,98.962
1494.562,98.2234,98.2432,92.1594,99.025,98.9561
1495.526,98.1767,98.1733,92.1032,99.0271,98.9508
1496.49,98.1118,98.0699,92.0318,99.0203,98.9437
1497.455,98.0287,97.9331,91.9476,98.9904,98.933
1498.419,97.9306,97.7697,91.8557,98.936,98.9188
1499.383,97.8222,97.5907,91.7617,98.8715,98.9036
1500.347,97.7049,97.4054,91.669,98.821,98.89
1501.312,97.5755,97.2189,91.5775,98.8075,98.8799
1502.276,97.4268,97.0327,91.4858,98.8454,98.8724
1503.24,97.2506,96.8493,91.3933,98.936,98.8645
1504.204,97.045,96.6794,91.3046,99.0669,98.8514
1505.168,96.8247,96.5479,91.233,99.2118,98.8293
1506.133,96.6285,96.4919,91.2002,99.3312,98.7986
1507.097,96.5115,96.5428,91.2255,99.3857,98.767
1508.061,96.5122,96.6981,91.3101,99.3597,98.7453
1509.025,96.6255,96.9176,91.4327,99.2738,98.7395
1509.99,96.8124,97.1501,91.564,99.1681,98.7467
1510.954,97.0296,97.3608,91.6828,99.0768,98.7579
1511.918,97.2476,97.5354,91.7793,99.019,98.7643
1512.882,97.4511,97.6732,91.8516,99.0009,98.7599
1513.847,97.6336,97.779,91.9014,99.0222,98.7432
1514.811,97.7921,97.8587,91.9319,99.0798,98.7165
1515.775,97.9246,97.9176,91.9461,99.169,98.685
1516.739,98.03,97.9604,91.9474,99.2828,98.6546
1517.703,98.1076,97.9906,91.9387,99.4094,98.6288
1518.668,98.1582,98.0113,91.9231,99.5309,98.6073
1519.632,98.1853,98.0257,91.9036,99.6242,98.5866
1520.596,98.1944,98.0376,91.8838,99.6673,98.5633
1521.56,98.1931,98.0512,91.8678,99.6479,98.5378
1522.525,98.1881,98.0701,91.8586,99.5695,98.5154
1523.489,98.1846,98.0956,91.8575,99.45,98.5033
1524.453,98.1843,98.1263,91.863,99.3131,98.5052
1525.417,98.1865,98.1587,91.8718,99.1794,98.519
1526.382,98.1893,98.1886,91.8798,99.0609,98.5379
1527.346,98.1911,98.2124,91.8835,98.9625,98.554
1528.31,98.1909,98.2278,91.8808,98.8847,98.5612
1529.274,98.1883,98.2345,91.871,98.8271,98.5579
1530.239,98.1835,98.2335,91.8549,98.7907,98.5466
1531.203,98.1769,98.2265,91.8342,98.7783,98.5323
1532.167,98.1685,98.2151,91.8103,98.7931,98.5196
1533.131,98.158,98.1993,91.7838,98.8374,98.51
1534.095,98.145,98.1776,91.7543,98.9108,98.5006
1535.06,98.129,98.1475,91.7198,99.0104,98.4851
1536.024,98.1104,98.1061,91.6783,99.1311,98.4567
1536.988,98.0901,98.0521,91.6285,99.2661,98.4112
1537.952,98.0696,97.9877,91.571,99.4051,98.3501
1538.917,98.0507,97.9199,91.5094,99.5311,98.2819
1539.881,98.0345,97.8609,91.4511,99.6153,98.2197
1540.845,98.0208,97.8234,91.4046,99.6214,98.175
1541.809,98.0079,97.813,91.3751,99.523,98.1501
1542.774,97.9939,97.8226,91.3601,99.3251,98.1368
1543.738,97.9773,97.8369,91.3517,99.0635,98.1235
1544.702,97.9573,97.8408,91.3412,98.7847,98.1027
1545.666,97.9328,97.8244,91.3221,98.5258,98.073
1546.631,97.9018,97.7831,91.2912,98.3086,98.0357
1547.595,97.8617,97.716,91.2472,98.1406,97.992
1548.559,97.8094,97.6252,91.1903,98.0199,97.9409
1549.523,97.7428,97.5155,91.1224,97.9396,97.88
1550.488,97.6623,97.3946,91.0471,97.8922,97.807
1551.452,97.571,97.2725,90.9695,97.8741,97.7221
1552.416,97.4756,97.1601,90.8957,97.8871,97.6295
1553.38,97.3853,97.0685,90.8322,97.9383,97.5381
1554.344,97.3117,97.0082,90.786,98.035,97.4599
1555.309,97.269,96.9909,90.7649,98.1789,97.4084
1556.273,97.2721,97.0284,90.7771,98.3559,97.3954
1557.237,97.3316,97.1286,90.8279,98.5272,97.4257
1558.201,97.4422,97.2833,90.9131,98.6348,97.4903
1559.166,97.5765,97.4625,91.014,98.6328,97.5671
1560.13,97.6983,97.6274,91.1063,98.5234,97.6339
1561.094,97.7849,97.7533,91.1742,98.3512,97.6813
1562.058,97.8343,97.8363,91.2148,98.168,97.711
1563.022,97.8552,97.8842,91.2324,98.0084,97.7271
1563.987,97.8578,97.9059,91.2317,97.8866,97.7301
1564.951,97.8496,97.9076,91.2159,97.8004,97.716
1565.915,97.8353,97.8931,91.1868,97.737,97.6786
1566.879,97.8176,97.8657,91.1465,97.6792,97.6134
1567.844,97.7985,97.8292,91.0977,97.6129,97.5208
1568.808,97.7793,97.7881,91.0438,97.5327,97.4062
1569.772,97.7614,97.7457,90.9874,97.4412,97.2755
1570.736,97.7459,97.7027,90.9286,97.3426,97.1287
1571.701,97.7331,97.6566,90.8643,97.2357,96.9567
1572.665,97.7231,97.6031,90.7908,97.11,96.7447
1573.629,97.7158,97.5401,90.7068,96.9512,96.4833
1574.593,97.7112,97.4711,90.6176,96.7519,96.1823
1575.558,97.7094,97.4071,90.5364,96.5238,95.8804
1576.522,97.7104,97.3636,90.4811,96.3009,95.6389
1577.486,97.714,97.3545,90.4674,96.1289,95.5194
1578.45,97.719,97.3851,90.5009,96.0449,95.5561
1579.415,97.7241,97.4508,90.5757,96.0628,95.7444
1580.379,97.7281,97.5398,90.6777,96.1723,96.048
1581.343,97.73,97.638,90.7896,96.3458,96.4148
1582.307,97.7294,97.7322,90.8948,96.5481,96.7909
1583.271,97.7262,97.8127,90.9795,96.7443,97.1297
1584.236,97.721,97.8733,91.0343,96.9065,97.3978
1585.2,97.7142,97.9116,91.0546,97.0177,97.578
1586.164,97.7063,97.928,91.0401,97.0721,97.6679
1587.128,97.6969,97.9241,90.9936,97.072,97.6744
1588.093,97.6855,97.9016,90.9192,97.0223,97.6075
1589.057,97.6714,97.8613,90.8206,96.9266,97.4749
1590.021,97.6539,97.8041,90.702,96.7869,97.2824
1590.985,97.6332,97.732,90.5688,96.6064,97.0377
1591.949,97.6095,97.6491,90.429,96.3947,96.7558
1592.914,97.5837,97.5616,90.2935,96.1699,96.4616
1593.878,97.5561,97.4768,90.1749,95.9569,96.188
1594.842,97.5265,97.4012,90.0849,95.7831,95.9696
1595.806,97.4938,97.3391,90.0326,95.671,95.8356
1596.771,97.4569,97.2919,90.0215,95.6343,95.8034
1597.735,97.4147,97.2582,90.0492,95.675,95.8756
1598.699,97.3662,97.2336,90.1073,95.7842,96.0405
1599.663,97.3104,97.2117,90.1833,95.9447,96.275
1600.628,97.2459,97.1841,90.2625,96.1351,96.5497
1601.592,97.1697,97.1415,90.3316,96.3333,96.8341
1602.556,97.078,97.0756,90.3807,96.5189,97.1011
1603.52,96.9672,96.9813,90.4052,96.6745,97.3292
1604.485,96.8358,96.8593,90.4058,96.7877,97.5042
1605.449,96.6867,96.7183,90.3888,96.8532,97.6211
1606.413,96.5287,96.5745,90.3641,96.8747,97.6838
1607.377,96.3761,96.4482,90.3424,96.8648,97.7042
1608.342,96.2448,96.3578,90.3324,96.8419,97.697
1609.306,96.1499,96.3148,90.3385,96.8241,97.6746
1610.27,96.102,96.3215,90.3602,96.8237,97.6427
1611.234,96.1063,96.3721,90.3935,96.8446,97.6001
1612.198,96.1632,96.4555,90.4326,96.8822,97.541
1613.163,96.2671,96.559,90.4717,96.9269,97.4612
1614.127,96.4071,96.6705,90.5065,96.9682,97.363
1615.091,96.5663,96.7805,90.5352,96.9998,97.2586
1616.055,96.7252,96.8829,90.558,97.0208,97.167
1617.02,96.8657,96.9746,90.5763,97.0343,97.1059
1617.984,96.9769,97.0545,90.5908,97.0435,97.0816
1618.948,97.0572,97.1226,90.601,97.0484,97.0857
1619.912,97.1127,97.1789,90.6047,97.0455,97.0999
1620.876,97.1531,97.2249,90.6004,97.0306,97.1047
1621.841,97.188,97.2632,90.5873,97.0012,97.0884
1622.805,97.224,97.2984,90.5665,96.9574,97.0499
1623.769,97.264,97.3351,90.5404,96.9013,96.9964
1624.733,97.3074,97.3759,90.5112,96.8344,96.9366
1625.698,97.3516,97.4191,90.4798,96.7563,96.8744
1626.662,97.3928,97.4591,90.4446,96.665,96.8051
1627.626,97.4285,97.4879,90.4028,96.5601,96.719
1628.59,97.4573,97.499,90.3514,96.4452,96.6064
1629.555,97.4789,97.4889,90.2875,96.3286,96.4625
1630.519,97.4936,97.4576,90.2086,96.2185,96.2862
1631.483,97.5023,97.4064,90.111,96.1163,96.0742
1632.447,97.505,97.3357,89.9883,96.0075,95.8131
1633.412,97.5018,97.2433,89.8312,95.8551,95.4732
1634.376,97.4928,97.1245,89.6301,95.6011,95.0115
1635.34,97.4791,96.9758,89.3815,95.1864,94.3907
1636.304,97.4625,96.7987,89.0941,94.5848,93.6073
1637.269,97.4452,96.6011,88.7867,93.8247,92.7007
1638.233,97.4288,96.3902,88.4764,92.9689,91.7245
1639.197,97.4138,96.1645,88.1685,92.069,90.7048
1640.161,97.4002,95.9099,87.8543,91.1337,89.618
1641.125,97.3879,95.5998,87.5153,90.1245,88.3947
1642.09,97.3773,95.1983,87.13,88.9689,86.937
1643.054,97.3696,94.6677,86.6806,87.5849,85.1464
1644.018,97.3661,93.9815,86.1616,85.9169,82.9649
1644.982,97.3678,93.143,85.5891,83.9817,80.4278
1645.947,97.3748,92.2021,85.006,81.9022,77.7021
1646.911,97.3855,91.2544,84.4764,79.903,75.0749
1647.875,97.397,90.4218,84.0722,78.2631,72.8921
1648.839,97.4071,89.8268,83.8615,77.2581,71.4904
1649.803,97.4145,89.5779,83.904,77.1242,71.161
1650.768,97.4198,89.7563,84.2433,78.0201,72.1121
1651.732,97.4249,90.3846,84.881,79.944,74.3689
1652.696,97.4314,91.3795,85.7426,82.631,77.6377
1653.66,97.4396,92.5473,86.678,85.5706,81.3111
1654.625,97.4479,93.6638,87.5253,88.2277,84.7268
1655.589,97.4544,94.5804,88.1877,90.2938,87.4789
1656.553,97.4574,95.2614,88.654,91.7466,89.5036
1657.517,97.4568,95.7474,88.9661,92.7372,90.9533
1658.482,97.4531,96.1034,89.1802,93.4558,92.0398
1659.446,97.447,96.3869,89.3439,94.0546,92.9405
1660.41,97.4399,96.6354,89.4889,94.6228,93.7657
1661.374,97.4324,96.8649,89.6304,95.1893,94.5563
1662.339,97.4251,97.0745,89.7709,95.7397,95.3005
1663.303,97.4179,97.2547,89.906,96.2419,95.9623
1664.267,97.4103,97.3973,90.0312,96.6719,96.5117
1665.231,97.402,97.5007,90.1466,97.0284,96.9449
1666.196,97.3925,97.5721,90.2577,97.3301,97.2838
1667.16,97.3821,97.6222,90.3725,97.6017,97.5615
1668.124,97.3714,97.6612,90.4972,97.8575,97.8044
1669.088,97.3611,97.6953,90.6328,98.093,98.0213
1670.052,97.3519,97.7254,90.7744,98.287,98.2039
1671.017,97.3436,97.7502,90.9131,98.4163,98.3384
1671.981,97.3358,97.7686,91.0409,98.4724,98.4204
1672.945,97.3276,97.782,91.1541,98.4692,98.4618
1673.909,97.3184,97.7935,91.253,98.436,98.4844
1674.874,97.308,97.805,91.3394,98.4036,98.5073
1675.838,97.2966,97.8156,91.4138,98.3911,98.5372
1676.802,97.2845,97.8216,91.4738,98.4041,98.5675
1677.766,97.2716,97.8181,91.5157,98.4388,98.584
1678.73,97.2575,97.801,91.5366,98.4885,98.5731
1679.695,97.2412,97.7692,91.5358,98.5484,98.5284
1680.659,97.2215,97.7252,91.5165,98.6149,98.4526
1681.623,97.1976,97.6755,91.4851,98.6825,98.3573
1682.587,97.1697,97.6299,91.4512,98.7387,98.259
1683.552,97.1398,97.5985,91.4247,98.7634,98.1737
1684.516,97.1114,97.5873,91.4123,98.7348,98.1106
1685.48,97.0882,97.5949,91.4146,98.644,98.0701
1686.444,97.0718,97.6141,91.4271,98.5041,98.0485
1687.409,97.0613,97.6371,91.4447,98.3458,98.0432
1688.373,97.0548,97.6587,91.4638,98.2045,98.0556
1689.337,97.0506,97.677,91.4834,98.109,98.0878
1690.301,97.0478,97.6915,91.5026,98.0767,98.1398
1691.266,97.0461,97.7012,91.5201,98.1122,98.2067
1692.23,97.0455,97.7043,91.5333,98.2085,98.2791
1693.194,97.046,97.698,91.5389,98.35,98.3447
1694.158,97.0477,97.6805,91.5339,98.5164,98.392
1695.123,97.0497,97.6522,91.5179,98.6867,98.4157
1696.087,97.0512,97.6173,91.4939,98.8421,98.4202
1697.051,97.0516,97.5838,91.4689,98.9674,98.419
1698.015,97.0508,97.5611,91.4511,99.0504,98.4277
1698.979,97.0497,97.5553,91.4456,99.0818,98.4538
1699.944,97.0493,97.566,91.4517,99.0576,98.4911
1700.908,97.0504,97.5867,91.4636,98.982,98.5252
1701.872,97.0528,97.6098,91.4754,98.8676,98.5448
1702.836,97.0559,97.6308,91.484,98.7328,98.5492
1703.801,97.059,97.6496,91.4905,98.5963,98.5471
1704.765,97.0617,97.6684,91.4978,98.4727,98.5502
1705.729,97.0643,97.6897,91.5082,98.371,98.5666
1706.693,97.067,97.7138,91.522,98.2936,98.5966
1707.657,97.0699,97.7383,91.5366,98.2399,98.6341
1708.622,97.0728,97.759,91.5483,98.2089,98.6694
1709.586,97.0747,97.7716,91.5531,98.2024,98.6948
1710.55,97.0751,97.7733,91.5489,98.2256,98.7072
