7.993496e+002,8.727119e+001
8.003138e+002,8.804718e+001
8.012781e+002,8.884394e+001
8.022423e+002,8.960102e+001
8.032065e+002,9.023356e+001
8.041708e+002,9.069654e+001
8.051350e+002,9.101254e+001
8.060992e+002,9.125278e+001
8.070635e+002,9.149378e+001
8.080277e+002,9.178298e+001
8.089919e+002,9.211871e+001
8.099562e+002,9.246028e+001
8.109204e+002,9.275717e+001
8.118846e+002,9.298548e+001
8.128489e+002,9.315484e+001
8.138131e+002,9.330315e+001
8.147773e+002,9.346559e+001
8.157416e+002,9.366015e+001
8.167058e+002,9.387202e+001
8.176700e+002,9.406654e+001
8.186343e+002,9.420959e+001
8.195985e+002,9.428834e+001
8.205627e+002,9.431783e+001
8.215270e+002,9.433426e+001
8.224912e+002,9.437138e+001
8.234554e+002,9.444769e+001
8.244197e+002,9.455592e+001
8.253839e+002,9.466998e+001
8.263481e+002,9.475957e+001
8.273124e+002,9.480801e+001
8.282766e+002,9.481875e+001
8.292408e+002,9.481276e+001
8.302051e+002,9.481324e+001
8.311693e+002,9.483475e+001
8.321335e+002,9.487443e+001
8.330978e+002,9.491600e+001
8.340620e+002,9.493871e+001
8.350262e+002,9.492973e+001
8.359905e+002,9.488898e+001
8.369547e+002,9.482812e+001
8.379189e+002,9.476120e+001
8.388832e+002,9.469763e+001
8.398474e+002,9.463676e+001
8.408116e+002,9.457157e+001
8.417759e+002,9.449493e+001
8.427401e+002,9.440770e+001
8.437043e+002,9.431895e+001
8.446686e+002,9.424168e+001
8.456328e+002,9.418220e+001
8.465970e+002,9.413083e+001
8.475613e+002,9.405743e+001
8.485255e+002,9.391740e+001
8.494897e+002,9.366421e+001
8.504540e+002,9.326752e+001
8.514182e+002,9.272646e+001
8.523824e+002,9.207556e+001
8.533467e+002,9.138139e+001
8.543109e+002,9.073244e+001
8.552751e+002,9.022319e+001
8.562394e+002,8.993638e+001
8.572036e+002,8.992554e+001
8.581678e+002,9.020615e+001
8.591321e+002,9.075309e+001
8.600963e+002,9.150831e+001
8.610605e+002,9.239218e+001
8.620248e+002,9.331635e+001
8.629890e+002,9.419714e+001
8.639532e+002,9.496957e+001
8.649175e+002,9.559653e+001
8.658817e+002,9.607304e+001
8.668459e+002,9.642027e+001
8.678102e+002,9.667341e+001
8.687744e+002,9.686742e+001
8.697386e+002,9.702754e+001
8.707029e+002,9.716515e+001
8.716671e+002,9.728191e+001
8.726313e+002,9.737548e+001
8.735956e+002,9.744765e+001
8.745598e+002,9.750523e+001
8.755240e+002,9.755873e+001
8.764883e+002,9.761656e+001
8.774525e+002,9.768130e+001
8.784167e+002,9.774815e+001
8.793810e+002,9.780801e+001
8.803452e+002,9.785300e+001
8.813094e+002,9.788090e+001
8.822737e+002,9.789689e+001
8.832379e+002,9.791106e+001
8.842021e+002,9.793304e+001
8.851664e+002,9.796773e+001
8.861306e+002,9.801332e+001
8.870948e+002,9.806317e+001
8.880591e+002,9.810950e+001
8.890233e+002,9.814816e+001
8.899875e+002,9.817965e+001
8.909518e+002,9.820830e+001
8.919160e+002,9.823820e+001
8.928802e+002,9.827081e+001
8.938445e+002,9.830295e+001
8.948087e+002,9.832912e+001
8.957729e+002,9.834433e+001
8.967372e+002,9.834761e+001
8.977014e+002,9.834239e+001
8.986656e+002,9.833508e+001
8.996299e+002,9.833119e+001
9.005941e+002,9.833312e+001
9.015583e+002,9.833857e+001
9.025226e+002,9.834255e+001
9.034868e+002,9.834029e+001
9.044510e+002,9.833029e+001
9.054153e+002,9.831484e+001
9.063795e+002,9.829887e+001
9.073438e+002,9.828668e+001
9.083080e+002,9.827974e+001
9.092722e+002,9.827563e+001
9.102365e+002,9.826984e+001
9.112007e+002,9.825790e+001
9.121649e+002,9.823840e+001
9.131292e+002,9.821329e+001
9.140934e+002,9.818676e+001
9.150576e+002,9.816255e+001
9.160219e+002,9.814218e+001
9.169861e+002,9.812362e+001
9.179503e+002,9.810287e+001
9.189146e+002,9.807569e+001
9.198788e+002,9.803980e+001
9.208430e+002,9.799493e+001
9.218073e+002,9.794220e+001
9.227715e+002,9.788226e+001
9.237357e+002,9.781470e+001
9.247000e+002,9.773856e+001
9.256642e+002,9.765486e+001
9.266284e+002,9.756854e+001
9.275927e+002,9.748953e+001
9.285569e+002,9.743108e+001
9.295211e+002,9.740580e+001
9.304854e+002,9.742058e+001
9.314496e+002,9.747314e+001
9.324138e+002,9.755112e+001
9.333781e+002,9.763490e+001
9.343423e+002,9.770332e+001
9.353065e+002,9.774019e+001
9.362708e+002,9.773875e+001
9.372350e+002,9.770333e+001
9.381992e+002,9.764719e+001
9.391635e+002,9.758855e+001
9.401277e+002,9.754561e+001
9.410919e+002,9.753275e+001
